Chrom,Start,End
chr1,1322598,1323031
chr1,1328478,1328869
chr1,5062906,5063291
chr1,5067106,5067502
chr1,6661806,6662205
chr1,6662207,6662592
chr1,6681745,6682169
chr1,6684698,6685084
chr1,6933335,6933715
chr1,6938949,6939361
chr1,7810029,7810445
chr1,7811042,7811459
chr1,7879971,7880380
chr1,8072755,8073151
chr1,8079495,8079949
chr1,8080154,8080552
chr1,8631764,8632140
chr1,8814558,8814917
chr1,9504132,9504566
chr1,9509422,9509820
chr1,9599418,9599824
chr1,9636107,9636504
chr1,9781365,9781775
chr1,10166101,10166552
chr1,10166667,10167026
chr1,10292715,10293131
chr1,10327408,10327829
chr1,10353749,10354112
chr1,10356498,10356891
chr1,10364229,10364604
chr1,10460235,10460678
chr1,10590184,10590618
chr1,10728152,10728569
chr1,10770349,10770722
chr1,10782187,10782585
chr1,10784164,10784535
chr1,10795008,10795442
chr1,10798553,10798936
chr1,11167911,11168302
chr1,11172329,11172741
chr1,11204947,11205388
chr1,11211003,11211383
chr1,11251408,11251858
chr1,11256065,11256429
chr1,11258155,11258558
chr1,12401136,12401524
chr1,12402316,12402760
chr1,12403997,12404408
chr1,12409084,12409520
chr1,12461452,12461878
chr1,12463763,12464192
chr1,12514759,12515170
chr1,12524208,12524586
chr1,12524861,12525305
chr1,12524861,12525305
chr1,12527599,12527985
chr1,12534260,12534699
chr1,12536383,12536809
chr1,12675989,12676366
chr1,12677110,12677519
chr1,14092662,14093100
chr1,14541499,14541887
chr1,14549008,14549400
chr1,15896444,15896871
chr1,16256121,16256523
chr1,16258056,16258476
chr1,16259814,16260195
chr1,16531221,16531673
chr1,16534390,16534806
chr1,16536585,16536990
chr1,16574790,16575189
chr1,16575574,16575962
chr1,16577909,16578324
chr1,16578603,16578982
chr1,16579352,16579720
chr1,16678565,16678984
chr1,17866476,17866856
chr1,18557584,18558005
chr1,19166088,19166527
chr1,19465789,19466186
chr1,19467033,19467411
chr1,19468123,19468488
chr1,19479806,19480244
chr1,19490725,19491123
chr1,19493444,19493822
chr1,19518763,19519158
chr1,19526077,19526444
chr1,19527845,19528212
chr1,19535638,19536018
chr1,19539894,19540270
chr1,19546008,19546385
chr1,19565616,19566047
chr1,19567261,19567662
chr1,20191633,20192022
chr1,20196417,20196828
chr1,20230268,20230661
chr1,20230844,20231234
chr1,20234793,20235199
chr1,20234793,20235199
chr1,20236820,20237241
chr1,20239022,20239470
chr1,20809430,20809875
chr1,21132863,21133299
chr1,21133411,21133792
chr1,21269904,21270276
chr1,21358002,21358429
chr1,21358824,21359263
chr1,21437358,21437750
chr1,21929980,21930430
chr1,21934693,21935094
chr1,22416313,22416690
chr1,22417626,22418070
chr1,22419367,22419758
chr1,22462363,22462752
chr1,22463513,22463901
chr1,22467146,22467567
chr1,22468056,22468438
chr1,22828424,22828839
chr1,23155623,23156030
chr1,23158224,23158639
chr1,23665412,23665844
chr1,23696153,23696601
chr1,24080577,24081023
chr1,24082636,24083022
chr1,24114481,24114863
chr1,24117282,24117684
chr1,24119426,24119844
chr1,24123178,24123574
chr1,24125237,24125596
chr1,24297812,24298246
chr1,24335056,24335492
chr1,24342276,24342635
chr1,24972334,24972736
chr1,24973493,24973869
chr1,24978862,24979299
chr1,24980514,24980958
chr1,24990966,24991369
chr1,24995690,24996099
chr1,25155832,25156204
chr1,25165254,25165613
chr1,25167177,25167624
chr1,25255068,25255513
chr1,25255515,25255937
chr1,25784983,25785391
chr1,26163844,26164216
chr1,26361114,26361506
chr1,26365567,26365987
chr1,26368147,26368541
chr1,26485431,26485801
chr1,26487707,26488132
chr1,26602515,26602920
chr1,26604027,26604391
chr1,26873248,26873663
chr1,26873665,26874077
chr1,27076620,27077008
chr1,27089455,27089871
chr1,27092555,27092987
chr1,27098206,27098610
chr1,27106342,27106730
chr1,27106732,27107109
chr1,27110419,27110814
chr1,27120600,27120961
chr1,27321073,27321465
chr1,27325909,27326349
chr1,27332595,27333034
chr1,27333036,27333434
chr1,27632087,27632469
chr1,27633626,27634023
chr1,27675455,27675828
chr1,27688069,27688462
chr1,27737307,27737687
chr1,27756302,27756688
chr1,27764763,27765182
chr1,27764763,27765182
chr1,27771949,27772366
chr1,27873609,27874000
chr1,27893609,27894001
chr1,27897696,27898122
chr1,27933727,27934134
chr1,27938776,27939169
chr1,27941753,27942129
chr1,28071346,28071779
chr1,28075453,28075840
chr1,28087782,28088145
chr1,28088669,28089034
chr1,28365296,28365707
chr1,28375054,28375419
chr1,28800002,28800436
chr1,28815979,28816343
chr1,28819299,28819710
chr1,28929516,28929902
chr1,28929973,28930377
chr1,29016288,29016704
chr1,29019293,29019681
chr1,29358675,29359104
chr1,29359169,29359583
chr1,29381791,29382154
chr1,31424875,31425277
chr1,31439908,31440360
chr1,31439908,31440360
chr1,31454603,31454991
chr1,31456903,31457339
chr1,31463468,31463916
chr1,32051896,32052294
chr1,32052482,32052920
chr1,32156995,32157439
chr1,32157931,32158373
chr1,32230091,32230484
chr1,32230488,32230929
chr1,32384561,32385005
chr1,32385007,32385400
chr1,32541055,32541440
chr1,32542317,32542756
chr1,32622630,32623076
chr1,32655479,32655843
chr1,32660575,32660955
chr1,32662652,32663074
chr1,32670367,32670743
chr1,32674701,32675062
chr1,32681369,32681750
chr1,32932051,32932505
chr1,32936198,32936626
chr1,33205955,33206353
chr1,33209358,33209806
chr1,33470536,33470989
chr1,33478778,33479161
chr1,33777525,33777894
