chrom,start,end
chrY,450141,450148
chrY,450761,450827
chrY,450829,450889
chrY,450891,450898
chrY,450900,450921
chrY,451254,451254
chrY,451275,451283
chrY,451566,451628
chrY,451630,451658
chrY,451660,451689
chrY,451691,451700
chrY,451702,451732
chrY,451734,451768
chrY,451770,451774
chrY,451776,451780
chrY,451954,451972
chrY,451975,451987
chrY,451989,451990
chrY,451992,452072
chrY,452075,452106
chrY,452108,452119
chrY,452121,452130
chrY,452132,452144
chrY,452148,452148
chrY,452151,452158
chrY,452160,452202
chrY,452204,452205
chrY,452207,452208
chrY,452262,452271
chrY,453208,453223
chrY,453225,453225
chrY,453227,453281
chrY,453283,453294
chrY,453596,453598
chrY,453600,453625
chrY,453627,453679
chrY,453681,453714
chrY,453716,453758
chrY,453899,453901
chrY,453903,453903
chrY,453905,453928
chrY,453930,453992
chrY,454559,454561
chrY,454792,454828
chrY,454830,454843
chrY,454845,454902
chrY,454904,454930
chrY,454932,454937
chrY,455222,455222
chrY,455326,455330
chrY,455332,455343
chrY,455345,455409
chrY,455411,455446
chrY,455644,455783
chrY,455786,455797
chrY,455992,456001
chrY,457857,457872
chrY,457874,457889
chrY,457891,457918
chrY,458220,458281
chrY,458418,458456
chrY,458458,458472
chrY,458474,458495
chrY,458725,458750
chrY,458752,458771
chrY,458773,458779
chrY,458781,458803
chrY,459123,459124
chrY,459429,459475
chrY,459477,459554
chrY,459556,459560
chrY,459562,459584
chrY,459586,459626
chrY,459628,459681
chrY,459683,459684
chrY,459686,459746
chrY,459748,459790
chrY,459797,459807
chrY,459809,459826
chrY,459828,459831
chrY,459833,459841
chrY,459843,459843
chrY,459845,459855
chrY,459857,459891
chrY,459893,459904
chrY,459906,459944
chrY,459946,459950
chrY,459952,459953
chrY,459956,459968
chrY,459970,459984
chrY,459986,459999
chrY,460001,460022
chrY,460024,460041
chrY,460043,460104
chrY,460106,460114
chrY,460117,460118
chrY,460120,460133
chrY,460135,460260
chrY,460262,460264
chrY,460266,460281
chrY,460283,460324
chrY,460326,460327
chrY,460329,460341
chrY,460343,460344
chrY,460346,460360
chrY,460362,460370
chrY,460372,460426
chrY,460428,460452
chrY,460454,460458
chrY,460460,460519
chrY,460521,460544
chrY,460546,460601
chrY,460603,460630
chrY,460632,460642
chrY,460645,460757
chrY,460759,460762
chrY,460764,460807
chrY,460809,460822
chrY,460824,460857
chrY,460859,460868
chrY,460870,460910
chrY,460914,460925
chrY,460927,460988
chrY,460990,461033
chrY,461035,461045
chrY,461047,461098
chrY,461100,461110
chrY,461112,461145
chrY,461147,461199
chrY,461201,461202
chrY,461237,461274
chrY,461276,461326
chrY,461328,461331
chrY,461333,461345
chrY,461347,461362
chrY,461364,461377
chrY,462794,462807
chrY,462809,462816
chrY,462818,462818
chrY,462820,462820
chrY,462822,462824
chrY,462826,462829
chrY,462831,462858
chrY,462860,462863
chrY,462865,462883
chrY,462885,462913
chrY,462915,462915
chrY,462917,462974
chrY,462976,462999
chrY,463001,463087
chrY,463088,463109
chrY,463111,463127
chrY,463129,463157
chrY,463160,463177
chrY,463179,463200
chrY,463202,463298
chrY,463300,463344
chrY,463346,463360
chrY,463362,463367
chrY,463369,463391
chrY,463393,463433
chrY,470186,470189
chrY,470491,470498
