chrom,start,end
chrY,8750001,8750008
chrY,8750010,8750013
chrY,8750015,8750021
chrY,8750023,8750029
chrY,8750066,8750077
chrY,8750079,8750083
chrY,8750085,8750093
chrY,8750095,8750098
chrY,8750100,8750106
chrY,8750108,8750108
chrY,8750110,8750114
chrY,8750414,8750424
chrY,8750427,8750430
chrY,8750433,8750443
chrY,8750445,8750450
chrY,8750452,8750456
chrY,8750504,8750514
chrY,8750516,8750518
chrY,8750520,8750521
chrY,8750523,8750531
chrY,8750533,8750536
chrY,8750538,8750547
chrY,8750549,8750551
chrY,8750553,8750554
chrY,8750556,8750556
chrY,8750558,8750564
chrY,8750566,8750566
chrY,8750568,8750587
chrY,8750589,8750589
chrY,8750591,8750595
chrY,8753140,8753150
chrY,8753152,8753155
chrY,8753157,8753160
chrY,8753163,8753165
chrY,8753168,8753168
chrY,8753171,8753171
chrY,8753173,8753176
chrY,8753178,8753185
chrY,8753188,8753188
chrY,8753191,8753196
chrY,8753198,8753204
chrY,8753206,8753213
chrY,8753215,8753231
chrY,8753233,8753240
chrY,8753245,8753260
chrY,8753263,8753274
chrY,8753276,8753276
chrY,8753278,8753284
chrY,8753286,8753295
chrY,8753296,8753296
chrY,8753298,8753300
chrY,8753302,8753302
chrY,8753306,8753313
chrY,8753315,8753317
chrY,8753321,8753322
chrY,8753327,8753327
chrY,8753329,8753336
chrY,8753338,8753341
chrY,8753343,8753343
chrY,8753345,8753346
chrY,8753348,8753348
chrY,8753350,8753352
chrY,8753355,8753361
chrY,8753363,8753366
chrY,8753369,8753377
chrY,8753379,8753381
chrY,8753383,8753383
chrY,8753385,8753393
chrY,8753395,8753395
chrY,8753397,8753398
chrY,8753400,8753409
chrY,8753411,8753412
chrY,8753415,8753428
chrY,8753431,8753433
chrY,8753435,8753437
chrY,8753439,8753445
chrY,8753447,8753451
chrY,8753453,8753454
chrY,8753456,8753457
chrY,8753459,8753464
chrY,8753466,8753467
chrY,8753469,8753478
chrY,8753481,8753483
chrY,8753486,8753489
chrY,8753491,8753501
chrY,8753504,8753514
chrY,8753518,8753522
chrY,8753525,8753532
chrY,8753534,8753541
chrY,8753543,8753543
chrY,8753545,8753546
chrY,8753548,8753554
chrY,8753556,8753566
chrY,8753568,8753568
chrY,8753570,8753572
chrY,8753574,8753581
chrY,8753583,8753587
chrY,8753682,8753691
chrY,8753693,8753710
chrY,8753712,8753717
chrY,8753719,8753724
chrY,8753726,8753728
chrY,8753732,8753732
chrY,8753734,8753737
chrY,8753739,8753752
chrY,8754563,8754574
chrY,8754577,8754577
chrY,8754580,8754584
chrY,8754586,8754588
chrY,8754590,8754609
chrY,8756251,8756262
chrY,8756264,8756266
chrY,8756268,8756268
chrY,8756270,8756270
chrY,8756272,8756278
chrY,8756280,8756300
chrY,8756417,8756420
chrY,8756422,8756424
chrY,8756426,8756450
chrY,8756966,8756978
chrY,8756980,8756980
chrY,8756982,8756982
chrY,8756984,8756993
chrY,8756995,8756999
chrY,8757001,8757005
chrY,8757008,8757009
chrY,8757012,8757014
chrY,8757017,8757035
chrY,8757091,8757094
chrY,8757096,8757107
chrY,8757109,8757116
chrY,8757118,8757119
chrY,8757122,8757126
chrY,8757128,8757135
chrY,8757138,8757141
chrY,8757143,8757146
chrY,8757148,8757149
chrY,8757151,8757153
chrY,8757155,8757155
