chrom,start,end
chrY,1486234,1486244
chrY,1486729,1486778
chrY,1486780,1486838
chrY,1486840,1486845
chrY,1486847,1486879
chrY,1486881,1486908
chrY,1486910,1486919
chrY,1486921,1486921
chrY,1486923,1486923
chrY,1486925,1486930
chrY,1486932,1486940
chrY,1486942,1486946
chrY,1486948,1486959
chrY,1486961,1486987
chrY,1486989,1486993
chrY,1486996,1487006
chrY,1487008,1487011
chrY,1487013,1487031
chrY,1487033,1487041
chrY,1487043,1487066
chrY,1487068,1487069
chrY,1487071,1487105
chrY,1487107,1487117
chrY,1487119,1487180
chrY,1487182,1487273
chrY,1487275,1487338
chrY,1487340,1487371
chrY,1487373,1487383
chrY,1487385,1487389
chrY,1487462,1487501
chrY,1487504,1487531
chrY,1487533,1487539
chrY,1487542,1487563
chrY,1487565,1487617
chrY,1487619,1487628
chrY,1487630,1487772
chrY,1487773,1487810
chrY,1487813,1487822
chrY,1487823,1487828
chrY,1488136,1488256
chrY,1488258,1488271
chrY,1488273,1488408
chrY,1488410,1488477
chrY,1488479,1488556
chrY,1488558,1488587
chrY,1488589,1488684
chrY,1488686,1488713
chrY,1488715,1488733
chrY,1488771,1488809
chrY,1488811,1488877
chrY,1488879,1488879
chrY,1488881,1488938
chrY,1488943,1488956
chrY,1488957,1489016
chrY,1489017,1489126
chrY,1489128,1489144
chrY,1489146,1489146
chrY,1489148,1489158
chrY,1489159,1489196
chrY,1489198,1489219
chrY,1489221,1489339
chrY,1489341,1489354
chrY,1489356,1489386
chrY,1489388,1489396
chrY,1489398,1489420
chrY,1489421,1489430
chrY,1489432,1489473
chrY,1489475,1489520
chrY,1489522,1489530
chrY,1489532,1489551
chrY,1489553,1489553
chrY,1489555,1489573
chrY,1489575,1489594
chrY,1489597,1489611
chrY,1489613,1489631
chrY,1489633,1489649
chrY,1489686,1489704
chrY,1489706,1489726
chrY,1489728,1489736
chrY,1489738,1489739
chrY,1489740,1489854
chrY,1489856,1489874
chrY,1489876,1489884
chrY,1489886,1489887
chrY,1489888,1489888
chrY,1489891,1489897
chrY,1489899,1489899
chrY,1489901,1489910
chrY,1489912,1489914
chrY,1489916,1489922
chrY,1489923,1489925
chrY,1489927,1489933
chrY,1489935,1489938
chrY,1489939,1489950
chrY,1489953,1489957
chrY,1489959,1489968
chrY,1489970,1489973
chrY,1489975,1489980
chrY,1489982,1489999
chrY,1490001,1490003
chrY,1490005,1490014
chrY,1490016,1490021
chrY,1490023,1490026
chrY,1490027,1490039
chrY,1490041,1490056
chrY,1490058,1490058
chrY,1490060,1490069
chrY,1490071,1490085
chrY,1490131,1490133
chrY,1490135,1490144
chrY,1490146,1490152
chrY,1490154,1490157
chrY,1490158,1490169
chrY,1490172,1490176
chrY,1490178,1490187
chrY,1490189,1490192
chrY,1490194,1490199
chrY,1490201,1490218
chrY,1490220,1490222
chrY,1490224,1490233
chrY,1490235,1490240
chrY,1490242,1490258
chrY,1490260,1490275
chrY,1490277,1490288
chrY,1490291,1490296
chrY,1490298,1490318
chrY,1490320,1490323
chrY,1490326,1490334
chrY,1490337,1490349
chrY,1490350,1490363
chrY,1490365,1490365
chrY,1490367,1490370
chrY,1490373,1490419
chrY,1490421,1490500
chrY,1490502,1490507
chrY,1490509,1490509
chrY,1490511,1490518
chrY,1490520,1490531
chrY,1490545,1490548
chrY,1490550,1490552
chrY,1490554,1490559
chrY,1490562,1490563
chrY,1490565,1490568
chrY,1490569,1490582
chrY,1490584,1490586
chrY,1490588,1490588
chrY,1490592,1490596
chrY,1490600,1490608
chrY,1490610,1490611
chrY,1490613,1490627
chrY,1490629,1490633
chrY,1490635,1490638
chrY,1490640,1490640
chrY,1490642,1490649
chrY,1490651,1490662
chrY,1490700,1490713
chrY,1490715,1490715
chrY,1490717,1490720
chrY,1490723,1490739
chrY,1490741,1490746
chrY,1490748,1490756
chrY,1490758,1490759
chrY,1490811,1490827
chrY,1490829,1490875
chrY,1490876,1490889
chrY,1490891,1490893
chrY,1490895,1490895
chrY,1490899,1490903
chrY,1490907,1490915
chrY,1490917,1490918
chrY,1490920,1490932
chrY,1490968,1490981
chrY,1490983,1490985
chrY,1490987,1490987
chrY,1490991,1490995
chrY,1490997,1491007
chrY,1491009,1491010
chrY,1491012,1491024
chrY,1491026,1491029
chrY,1491032,1491041
chrY,1491043,1491043
chrY,1491045,1491063
chrY,1491065,1491084
chrY,1491087,1491095
chrY,1491097,1491125
chrY,1491127,1491127
chrY,1491130,1491213
chrY,1491215,1491243
chrY,1491248,1491248
chrY,1491251,1491260
chrY,1491262,1491262
chrY,1491264,1491282
chrY,1491284,1491314
chrY,1491316,1491321
chrY,1491323,1491336
chrY,1491338,1491356
chrY,1491358,1491413
chrY,1491415,1491432
chrY,1491434,1491436
chrY,1491438,1491542
chrY,1491544,1491558
chrY,1491559,1491572
chrY,1491574,1491661
chrY,1491668,1491678
chrY,1491680,1491684
chrY,1491686,1491697
chrY,1491699,1491705
chrY,1491707,1491709
chrY,1491711,1491724
chrY,1491726,1491769
chrY,1491771,1491790
chrY,1491792,1491801
chrY,1491803,1491871
chrY,1491909,1491926
chrY,1491928,1491944
