chrom,start,end
chrY,16206471,16206479
chrY,16206481,16206484
chrY,16206486,16206536
chrY,16206538,16206542
chrY,16206544,16206550
chrY,16206552,16206552
chrY,16206554,16206556
chrY,16206558,16206560
chrY,16206563,16206564
chrY,16206566,16206575
chrY,16206577,16206581
chrY,16206585,16206589
chrY,16206591,16206601
chrY,16206604,16206606
chrY,16206609,16206619
chrY,16206621,16206623
chrY,16206625,16206632
chrY,16206634,16206640
chrY,16206643,16206655
chrY,16206657,16206660
chrY,16206662,16206666
chrY,16206668,16206669
chrY,16206671,16206675
chrY,16206677,16206693
chrY,16206695,16206699
chrY,16206701,16206704
chrY,16206706,16206707
chrY,16206710,16206720
chrY,16206722,16206728
chrY,16206730,16206747
chrY,16206749,16206749
chrY,16206752,16206756
chrY,16206758,16206761
chrY,16206764,16206769
chrY,16206772,16206776
chrY,16206778,16206779
chrY,16206782,16206784
chrY,16206786,16206788
chrY,16206790,16206791
chrY,16206793,16206796
chrY,16206798,16206799
chrY,16206801,16206801
chrY,16206804,16206817
chrY,16206818,16206826
chrY,16206828,16206828
chrY,16206830,16206833
chrY,16206835,16206839
chrY,16206841,16206854
chrY,16206856,16206858
chrY,16206860,16206860
chrY,16206862,16206863
chrY,16206865,16206883
chrY,16206886,16206889
chrY,16206891,16206897
chrY,16206900,16206907
chrY,16206909,16206924
chrY,16206926,16206933
chrY,16206935,16206948
chrY,16206951,16206956
chrY,16206958,16206958
chrY,16206960,16206961
chrY,16206963,16206966
chrY,16206971,16206979
chrY,16206981,16206989
chrY,16207000,16207002
chrY,16207004,16207029
chrY,16207031,16207039
chrY,16207042,16207044
chrY,16207046,16207056
chrY,16207059,16207063
chrY,16207065,16207066
chrY,16207068,16207074
chrY,16207079,16207088
chrY,16207090,16207107
chrY,16207123,16207146
chrY,16207148,16207150
chrY,16207152,16207154
chrY,16207156,16207161
chrY,16207162,16207167
chrY,16207169,16207172
chrY,16207174,16207181
chrY,16207183,16207195
chrY,16207198,16207199
chrY,16207201,16207202
chrY,16207204,16207208
chrY,16207210,16207228
chrY,16207230,16207238
chrY,16207240,16207246
chrY,16207248,16207256
chrY,16207258,16207262
chrY,16207323,16207338
chrY,16207340,16207340
chrY,16207343,16207360
chrY,16207362,16207366
chrY,16207368,16207371
chrY,16207373,16207375
chrY,16207377,16207382
chrY,16207384,16207406
chrY,16207408,16207408
chrY,16207411,16207415
chrY,16207417,16207427
chrY,16207429,16207430
chrY,16207433,16207447
chrY,16207449,16207457
chrY,16207460,16207469
chrY,16207471,16207474
chrY,16207476,16207478
chrY,16207480,16207487
chrY,16207489,16207508
chrY,16207510,16207522
chrY,16207524,16207541
chrY,16207543,16207545
chrY,16207547,16207551
chrY,16207554,16207568
chrY,16207570,16207570
chrY,16207572,16207573
chrY,16207576,16207585
chrY,16208326,16208335
chrY,16208337,16208340
chrY,16208342,16208361
chrY,16208366,16208376
chrY,16208377,16208385
chrY,16208387,16208388
chrY,16208390,16208394
chrY,16208396,16208401
chrY,16208403,16208417
chrY,16208419,16208420
chrY,16208421,16208447
chrY,16208449,16208449
chrY,16208451,16208463
chrY,16208468,16208473
chrY,16208475,16208490
chrY,16208492,16208509
chrY,16208511,16208523
chrY,16208525,16208528
chrY,16208530,16208530
chrY,16208532,16208532
chrY,16208534,16208534
chrY,16208536,16208536
chrY,16208538,16208540
chrY,16208542,16208545
chrY,16208547,16208552
chrY,16208554,16208556
chrY,16208558,16208559
chrY,16208561,16208561
chrY,16208563,16208563
chrY,16208566,16208571
chrY,16208573,16208574
chrY,16208576,16208581
chrY,16208583,16208583
chrY,16208585,16208596
chrY,16208597,16208598
chrY,16208600,16208603
chrY,16208605,16208620
chrY,16208622,16208622
chrY,16208624,16208643
chrY,16208645,16208660
chrY,16208662,16208663
chrY,16208665,16208669
chrY,16209720,16209722
chrY,16209724,16209731
chrY,16209749,16209758
chrY,16209761,16209775
chrY,16209777,16209779
chrY,16209781,16209782
chrY,16209784,16209793
chrY,16209795,16209815
chrY,16209818,16209831
chrY,16209833,16209834
chrY,16209836,16209844
chrY,16209846,16209869
chrY,16209871,16209874
chrY,16209876,16209891
chrY,16209893,16209900
chrY,16209902,16209903
chrY,16209905,16209906
chrY,16209908,16209912
chrY,16209914,16209914
chrY,16209916,16209927
chrY,16209929,16209940
chrY,16209942,16209952
chrY,16209954,16209958
chrY,16209960,16209972
chrY,16209974,16209984
chrY,16209986,16209995
chrY,16209998,16210011
chrY,16210013,16210014
chrY,16210016,16210022
chrY,16210025,16210032
chrY,16210034,16210053
chrY,16210055,16210055
chrY,16210058,16210076
chrY,16210078,16210080
chrY,16210082,16210093
chrY,16210095,16210100
chrY,16210102,16210107
chrY,16210109,16210124
chrY,16210126,16210127
chrY,16210129,16210137
chrY,16210138,16210141
chrY,16210143,16210145
chrY,16210147,16210159
chrY,16210161,16210162
chrY,16210165,16210172
chrY,16210174,16210186
chrY,16210188,16210193
chrY,16210195,16210206
chrY,16210208,16210209
chrY,16210212,16210216
chrY,16210218,16210219
chrY,16210222,16210223
chrY,16210225,16210230
chrY,16210232,16210253
chrY,16210255,16210261
chrY,16210263,16210266
chrY,16210268,16210274
chrY,16210276,16210276
chrY,16210278,16210301
chrY,16210302,16210308
chrY,16210310,16210313
chrY,16210315,16210331
chrY,16210333,16210337
chrY,16210429,16210455
chrY,16210457,16210458
chrY,16210460,16210466
chrY,16210468,16210480
chrY,16210482,16210483
chrY,16210485,16210519
chrY,16210521,16210539
chrY,16210541,16210544
chrY,16210546,16210549
chrY,16210555,16210558
chrY,16210560,16210562
chrY,16210564,16210576
chrY,16210578,16210579
chrY,16210581,16210584
chrY,16210586,16210590
chrY,16210593,16210596
chrY,16210598,16210598
chrY,16210600,16210617
chrY,16210670,16210694
chrY,16210801,16210807
chrY,16210809,16210814
chrY,16210816,16210824
chrY,16210826,16210826
chrY,16210828,16210828
chrY,16210830,16210846
chrY,16210848,16210853
chrY,16210855,16210858
chrY,16210860,16210864
chrY,16210867,16210877
chrY,16210880,16210882
chrY,16210886,16210886
chrY,16210888,16210888
chrY,16210890,16210891
chrY,16210894,16210909
chrY,16210911,16210912
chrY,16210914,16210927
chrY,16210929,16210929
chrY,16210931,16210933
chrY,16210935,16210939
chrY,16210941,16210942
chrY,16210944,16210950
chrY,16210952,16210962
chrY,16210965,16210965
chrY,16210967,16210967
chrY,16210969,16210975
chrY,16210979,16210980
chrY,16210982,16210991
chrY,16210993,16210997
chrY,16210999,16210999
chrY,16211001,16211001
chrY,16211003,16211006
chrY,16211008,16211010
chrY,16211012,16211016
chrY,16211017,16211018
chrY,16211020,16211058
chrY,16211060,16211062
chrY,16211064,16211064
chrY,16211065,16211070
chrY,16211072,16211092
chrY,16211094,16211097
chrY,16211100,16211110
chrY,16211111,16211126
chrY,16211128,16211139
chrY,16211142,16211143
chrY,16211146,16211148
chrY,16211150,16211150
chrY,16211152,16211155
chrY,16211157,16211160
chrY,16211162,16211166
chrY,16211168,16211178
chrY,16211180,16211183
chrY,16211424,16211430
chrY,16211432,16211436
chrY,16211438,16211445
chrY,16211447,16211454
chrY,16211456,16211472
chrY,16211474,16211475
chrY,16211477,16211477
chrY,16211479,16211480
chrY,16211482,16211488
chrY,16211492,16211493
chrY,16211495,16211501
