chrom,start,end
chrY,24046094,24046107
chrY,24046109,24046110
chrY,24046112,24046116
chrY,24046118,24046122
chrY,24046124,24046127
chrY,24046129,24046134
chrY,24046136,24046138
chrY,24046140,24046155
chrY,24046157,24046161
chrY,24046163,24046170
chrY,24046172,24046175
chrY,24046177,24046181
chrY,24046183,24046185
chrY,24046187,24046188
chrY,24046190,24046191
chrY,24046193,24046197
chrY,24046199,24046206
chrY,24046222,24046226
chrY,24046228,24046234
chrY,24046236,24046236
chrY,24046238,24046254
chrY,24046257,24046259
chrY,24046261,24046263
chrY,24046265,24046266
chrY,24046268,24046269
chrY,24046271,24046272
chrY,24046274,24046278
chrY,24046280,24046281
chrY,24046283,24046284
chrY,24046286,24046286
chrY,24046288,24046288
chrY,24046290,24046293
chrY,24046295,24046299
chrY,24046301,24046311
chrY,24046313,24046315
chrY,24046317,24046317
chrY,24046319,24046320
chrY,24046322,24046327
chrY,24046331,24046341
chrY,24046343,24046344
chrY,24046346,24046348
chrY,24046405,24046428
chrY,24046430,24046434
chrY,24046436,24046440
chrY,24046442,24046443
chrY,24046445,24046449
chrY,24046451,24046473
chrY,24046475,24046476
chrY,24046478,24046478
chrY,24046480,24046482
chrY,24046484,24046493
chrY,24046496,24046497
chrY,24046499,24046503
chrY,24046505,24046509
chrY,24046511,24046515
chrY,24046517,24046518
chrY,24046520,24046532
chrY,24046534,24046538
chrY,24046540,24046542
chrY,24046544,24046548
chrY,24046550,24046560
chrY,24046562,24046572
chrY,24046574,24046578
