chrom,start,end
chrY,25699988,25700020
chrY,25700023,25700024
chrY,25700025,25700025
chrY,25700027,25700031
chrY,25700033,25700040
chrY,25700042,25700045
chrY,25700047,25700051
chrY,25700053,25700058
chrY,25700060,25700063
chrY,25700066,25700071
chrY,25700073,25700076
chrY,25700078,25700085
chrY,25700117,25700127
chrY,25700129,25700139
chrY,25700141,25700151
chrY,25700154,25700159
chrY,25700161,25700162
chrY,25700164,25700169
chrY,25700172,25700179
chrY,25700181,25700183
chrY,25700327,25700340
chrY,25700342,25700381
chrY,25700382,25700382
chrY,25700386,25700388
chrY,25700391,25700395
chrY,25700397,25700402
chrY,25700404,25700405
chrY,25700407,25700416
chrY,25700418,25700423
chrY,25700425,25700426
chrY,25700429,25700445
chrY,25700447,25700448
chrY,25700450,25700450
chrY,25700452,25700452
chrY,25700455,25700455
chrY,25700458,25700461
chrY,25700465,25700480
chrY,25700482,25700492
chrY,25700495,25700503
chrY,25700505,25700522
chrY,25700524,25700527
chrY,25700529,25700529
chrY,25700532,25700535
chrY,25700537,25700538
chrY,25700540,25700543
chrY,25700546,25700547
chrY,25700549,25700555
chrY,25700557,25700557
chrY,25700559,25700560
chrY,25700563,25700567
chrY,25700569,25700577
chrY,25700579,25700579
chrY,25700581,25700591
chrY,25700593,25700597
chrY,25700598,25700599
chrY,25700601,25700602
chrY,25700606,25700610
chrY,25700612,25700625
chrY,25700627,25700643
chrY,25700645,25700649
chrY,25700652,25700653
chrY,25700657,25700670
chrY,25700672,25700682
chrY,25700685,25700685
chrY,25700687,25700687
chrY,25700690,25700690
chrY,25700692,25700693
chrY,25700695,25700697
chrY,25700702,25700705
chrY,25700709,25700712
chrY,25700714,25700718
chrY,25700720,25700730
chrY,25700733,25700734
chrY,25700736,25700742
chrY,25700744,25700751
chrY,25700753,25700756
chrY,25700758,25700759
chrY,25701228,25701235
chrY,25701237,25701242
chrY,25701244,25701244
chrY,25701246,25701256
chrY,25701258,25701263
chrY,25701265,25701265
chrY,25701267,25701272
chrY,25701274,25701275
chrY,25701277,25701289
chrY,25701291,25701296
chrY,25701298,25701302
chrY,25701304,25701307
chrY,25701309,25701335
chrY,25701337,25701345
chrY,25701347,25701349
chrY,25701352,25701354
chrY,25701356,25701356
chrY,25701358,25701361
chrY,25701364,25701364
chrY,25701367,25701374
chrY,25701377,25701388
chrY,25701391,25701397
chrY,25701399,25701404
chrY,25701406,25701408
chrY,25701411,25701415
chrY,25701417,25701422
chrY,25701424,25701425
chrY,25701427,25701429
chrY,25701432,25701436
chrY,25701438,25701438
chrY,25701440,25701441
chrY,25701443,25701451
chrY,25701453,25701453
chrY,25701455,25701455
chrY,25701457,25701460
chrY,25701462,25701465
chrY,25701468,25701470
chrY,25701472,25701473
chrY,25701475,25701478
chrY,25701480,25701480
chrY,25701482,25701495
chrY,25701497,25701498
chrY,25701500,25701503
chrY,25701514,25701523
chrY,25701525,25701525
chrY,25701527,25701527
chrY,25701529,25701532
chrY,25701535,25701540
chrY,25701542,25701551
chrY,25701553,25701558
chrY,25701560,25701604
chrY,25701662,25701674
chrY,25701676,25701686
chrY,25701691,25701693
chrY,25701695,25701703
chrY,25701705,25701726
chrY,25701728,25701740
chrY,25701742,25701742
chrY,25701745,25701746
chrY,25701748,25701752
chrY,25701754,25701763
chrY,25701765,25701768
chrY,25701770,25701773
chrY,25701774,25701776
chrY,25701779,25701790
chrY,25701796,25701797
chrY,25701800,25701801
chrY,25701805,25701805
chrY,25701807,25701811
chrY,25701813,25701820
chrY,25701822,25701839
chrY,25701842,25701848
chrY,25701851,25701852
chrY,25701854,25701857
chrY,25701859,25701861
chrY,25701864,25701875
chrY,25701877,25701893
chrY,25701895,25701896
chrY,25701899,25701900
chrY,25701902,25701903
chrY,25701907,25701915
chrY,25701917,25701928
chrY,25701931,25701948
chrY,25701950,25701965
chrY,25701967,25701968
chrY,25701970,25701970
chrY,25701972,25701976
chrY,25701977,25701992
chrY,25701994,25701994
chrY,25701996,25702000
chrY,25702002,25702003
chrY,25702007,25702007
chrY,25702009,25702021
chrY,25702023,25702025
chrY,25702028,25702028
chrY,25702030,25702032
chrY,25702034,25702034
chrY,25702036,25702042
chrY,25702044,25702044
chrY,25702046,25702052
chrY,25702054,25702062
chrY,25702064,25702066
chrY,25702068,25702082
chrY,25702084,25702091
chrY,25702093,25702103
chrY,25702105,25702108
chrY,25702110,25702125
chrY,25702128,25702132
chrY,25702134,25702135
chrY,25702138,25702141
chrY,25702143,25702143
chrY,25702146,25702146
chrY,25702149,25702150
chrY,25702152,25702152
chrY,25702155,25702155
chrY,25702158,25702183
chrY,25702184,25702187
chrY,25702189,25702195
chrY,25702197,25702197
chrY,25702198,25702201
chrY,25702203,25702210
chrY,25702212,25702213
chrY,25702215,25702224
chrY,25702226,25702234
chrY,25702237,25702244
chrY,25702247,25702249
chrY,25702251,25702260
chrY,25702262,25702262
chrY,25702264,25702269
chrY,25702271,25702278
chrY,25702280,25702283
chrY,25702285,25702291
chrY,25702293,25702302
chrY,25702304,25702304
chrY,25702306,25702306
chrY,25702308,25702309
chrY,25702312,25702313
chrY,25702315,25702320
chrY,25702322,25702324
chrY,25702326,25702329
chrY,25702331,25702335
chrY,25702337,25702343
chrY,25702345,25702355
chrY,25702357,25702359
chrY,25702361,25702361
chrY,25702363,25702364
chrY,25702366,25702374
chrY,25702376,25702383
chrY,25702385,25702390
chrY,25702394,25702396
chrY,25702399,25702402
chrY,25702404,25702404
chrY,25702406,25702409
chrY,25702411,25702413
chrY,25702415,25702416
chrY,25702418,25702418
chrY,25702420,25702425
chrY,25702427,25702448
chrY,25702450,25702453
chrY,25702455,25702458
chrY,25702460,25702461
chrY,25702463,25702464
chrY,25702467,25702473
chrY,25702475,25702478
chrY,25702480,25702490
chrY,25702492,25702506
chrY,25702507,25702507
chrY,25702509,25702525
chrY,25702528,25702529
chrY,25702531,25702553
chrY,25702555,25702561
chrY,25702563,25702565
chrY,25702567,25702568
chrY,25702570,25702589
chrY,25702597,25702603
chrY,25702609,25702609
chrY,25702611,25702619
chrY,25702621,25702621
chrY,25702624,25702624
chrY,25702626,25702642
chrY,25702645,25702645
chrY,25702647,25702652
chrY,25702654,25702654
chrY,25702656,25702660
chrY,25702662,25702665
chrY,25702668,25702670
chrY,25702672,25702683
chrY,25702686,25702687
chrY,25702689,25702690
chrY,25702693,25702693
chrY,25702695,25702711
chrY,25702713,25702721
chrY,25702724,25702726
chrY,25702728,25702728
chrY,25702730,25702738
chrY,25702740,25702745
chrY,25702749,25702751
chrY,25702754,25702772
chrY,25702773,25702775
chrY,25702777,25702780
chrY,25702782,25702782
chrY,25702787,25702790
chrY,25702793,25702795
chrY,25702797,25702798
chrY,25702800,25702802
chrY,25702804,25702809
chrY,25702811,25702813
chrY,25702815,25702816
chrY,25702819,25702820
chrY,25702823,25702825
chrY,25702828,25702828
chrY,25702830,25702831
chrY,25702834,25702839
chrY,25702841,25702852
chrY,25702854,25702855
chrY,25702857,25702857
chrY,25702859,25702865
chrY,25702867,25702895
chrY,25702897,25702898
chrY,25702900,25702901
chrY,25702903,25702903
chrY,25702904,25702913
chrY,25702915,25702928
chrY,25702930,25702933
chrY,25702934,25702943
chrY,25702945,25702945
chrY,25702948,25702950
chrY,25702955,25702966
chrY,25702968,25702968
chrY,25702970,25702979
chrY,25702981,25702983
chrY,25702985,25702988
chrY,25702991,25703001
chrY,25703004,25703005
chrY,25703007,25703008
chrY,25703010,25703013
chrY,25703015,25703019
chrY,25703021,25703028
chrY,25703338,25703344
chrY,25703346,25703357
chrY,25703359,25703374
chrY,25703376,25703394
chrY,25703396,25703403
chrY,25703405,25703407
chrY,25703409,25703419
chrY,25703421,25703425
chrY,25703427,25703446
chrY,25703449,25703449
chrY,25703451,25703453
chrY,25703463,25703466
chrY,25703468,25703510
chrY,25703513,25703513
chrY,25703515,25703526
chrY,25703528,25703533
chrY,25703536,25703540
chrY,25703542,25703552
chrY,25703555,25703557
chrY,25703559,25703559
chrY,25703561,25703566
chrY,25703569,25703572
chrY,25703574,25703587
chrY,25703589,25703595
chrY,25703600,25703616
chrY,25703618,25703624
chrY,25703626,25703635
chrY,25703637,25703641
chrY,25703644,25703648
chrY,25703650,25703659
chrY,25703661,25703667
chrY,25703669,25703669
chrY,25703672,25703675
chrY,25703677,25703682
chrY,25703684,25703685
chrY,25703687,25703687
chrY,25703690,25703708
chrY,25703711,25703716
chrY,25703718,25703722
chrY,25706802,25706809
chrY,25706812,25706814
chrY,25706816,25706824
chrY,25706826,25706826
chrY,25706828,25706829
chrY,25706831,25706832
chrY,25706834,25706850
chrY,25706852,25706852
chrY,25706854,25706865
chrY,25706867,25706885
chrY,25706887,25706887
chrY,25706890,25706892
chrY,25706894,25706896
chrY,25706898,25706904
chrY,25706906,25706906
chrY,25706908,25706909
chrY,25706912,25706921
chrY,25706923,25706936
chrY,25707055,25707057
chrY,25707059,25707068
chrY,25707070,25707072
chrY,25707074,25707075
chrY,25707077,25707079
chrY,25707081,25707081
chrY,25707083,25707098
chrY,25707100,25707103
chrY,25707105,25707114
chrY,25707116,25707117
chrY,25707120,25707123
chrY,25707125,25707129
chrY,25707132,25707136
chrY,25707138,25707138
chrY,25707140,25707141
chrY,25707143,25707147
chrY,25707149,25707150
chrY,25707152,25707155
chrY,25707157,25707166
chrY,25707168,25707169
chrY,25707170,25707170
chrY,25707172,25707173
chrY,25707175,25707179
chrY,25707181,25707187
chrY,25707189,25707193
chrY,25707195,25707200
chrY,25707202,25707206
chrY,25707208,25707211
chrY,25707213,25707216
chrY,25707274,25707280
chrY,25707282,25707290
chrY,25707292,25707294
chrY,25707296,25707298
chrY,25707300,25707309
chrY,25707312,25707333
chrY,25707335,25707336
chrY,25707339,25707341
chrY,25707343,25707344
chrY,25707346,25707347
chrY,25707349,25707353
chrY,25707355,25707358
chrY,25707361,25707362
chrY,25707365,25707369
chrY,25707371,25707378
