chrom,start,end
chrY,8159075,8159088
chrY,8159090,8159097
chrY,8159099,8159109
chrY,8159111,8159112
chrY,8159114,8159114
chrY,8159116,8159117
chrY,8159121,8159132
chrY,8159134,8159136
chrY,8159138,8159140
chrY,8159143,8159147
chrY,8159149,8159154
chrY,8159156,8159164
chrY,8159167,8159179
chrY,8159218,8159229
chrY,8159231,8159235
chrY,8159237,8159238
chrY,8159240,8159250
chrY,8159253,8159253
chrY,8159255,8159295
chrY,8159297,8159300
chrY,8159302,8159303
chrY,8159307,8159310
chrY,8159312,8159324
chrY,8159326,8159328
chrY,8159330,8159335
chrY,8159338,8159340
chrY,8159342,8159344
chrY,8159346,8159347
chrY,8159349,8159352
chrY,8159354,8159354
chrY,8159356,8159363
chrY,8159366,8159379
chrY,8159381,8159382
chrY,8159385,8159392
chrY,8159394,8159395
chrY,8159397,8159401
chrY,8159403,8159408
chrY,8159411,8159413
chrY,8159417,8159420
chrY,8159422,8159422
chrY,8159423,8159435
chrY,8159437,8159441
chrY,8159443,8159447
chrY,8159449,8159451
chrY,8159453,8159457
chrY,8159460,8159461
chrY,8159463,8159463
chrY,8159465,8159467
chrY,8159470,8159472
chrY,8159474,8159485
chrY,8159487,8159490
chrY,8159492,8159492
chrY,8159494,8159494
chrY,8159496,8159497
chrY,8159501,8159503
chrY,8159505,8159505
chrY,8159507,8159508
chrY,8159510,8159512
chrY,8159514,8159514
chrY,8159516,8159523
chrY,8159528,8159533
chrY,8159535,8159548
chrY,8160010,8160017
chrY,8160019,8160027
chrY,8160029,8160035
chrY,8160037,8160039
chrY,8160041,8160046
chrY,8160049,8160052
chrY,8160054,8160055
chrY,8160057,8160071
chrY,8160073,8160073
chrY,8160076,8160091
chrY,8160093,8160098
chrY,8160100,8160109
chrY,8160111,8160111
chrY,8160113,8160122
chrY,8160124,8160149
chrY,8160151,8160152
chrY,8160154,8160161
chrY,8160164,8160164
chrY,8160166,8160166
chrY,8160185,8160194
chrY,8160195,8160198
chrY,8160199,8160207
chrY,8160209,8160211
chrY,8160213,8160214
chrY,8160216,8160239
chrY,8160241,8160245
chrY,8160247,8160248
chrY,8160252,8160253
chrY,8160255,8160255
chrY,8160257,8160259
chrY,8160261,8160270
chrY,8160272,8160280
chrY,8160282,8160295
chrY,8160297,8160297
chrY,8160299,8160299
chrY,8160301,8160325
chrY,8160327,8160329
chrY,8160331,8160333
