chrom,start,end
chrY,2550380,2550390
chrY,2550393,2550423
chrY,2550425,2550433
chrY,2550435,2550435
chrY,2550501,2550528
chrY,2550530,2550544
chrY,2550546,2550551
chrY,2550553,2550560
chrY,2550562,2550570
chrY,2550572,2550588
chrY,2550590,2550666
chrY,2550668,2550773
chrY,2550775,2550776
chrY,2550778,2550860
chrY,2550862,2550995
chrY,2551303,2551306
chrY,2551609,2551666
chrY,2551668,2551713
chrY,2551715,2551716
chrY,2551718,2551802
chrY,2552106,2552116
chrY,2552118,2552139
chrY,2552141,2552186
chrY,2552188,2552207
chrY,2552209,2552212
chrY,2552214,2552240
chrY,2552546,2552546
chrY,2552548,2552587
chrY,2552589,2552603
chrY,2552605,2552635
chrY,2552637,2552654
chrY,2552656,2552667
chrY,2552669,2552719
chrY,2552721,2552728
chrY,2552730,2552802
chrY,2552804,2552810
chrY,2552812,2552833
chrY,2552835,2552835
chrY,2552838,2552844
chrY,2552846,2552875
chrY,2552877,2552888
chrY,2552890,2552944
chrY,2552946,2552969
chrY,2552972,2553006
chrY,2553008,2553016
chrY,2553018,2553027
chrY,2553029,2553038
chrY,2553040,2553050
chrY,2553052,2553123
chrY,2553125,2553199
chrY,2553202,2553259
chrY,2553261,2553272
chrY,2553274,2553293
chrY,2553607,2553646
chrY,2553648,2553681
chrY,2553683,2553709
chrY,2553711,2553766
chrY,2553768,2553824
chrY,2553826,2553874
chrY,2553876,2553909
chrY,2553911,2553912
chrY,2554651,2554653
chrY,2554655,2554655
chrY,2555011,2555034
chrY,2555545,2555545
chrY,2555594,2555594
chrY,2555644,2555644
chrY,2555694,2555694
chrY,2555744,2555744
chrY,2555794,2555794
chrY,2555842,2555842
chrY,2555891,2555893
chrY,2555940,2555942
chrY,2555987,2555988
chrY,2556125,2556151
chrY,2556153,2556160
chrY,2556162,2556162
chrY,2556164,2556224
chrY,2556226,2556256
chrY,2556258,2556333
chrY,2556335,2556385
chrY,2556387,2556416
chrY,2556711,2556812
chrY,2556814,2556823
chrY,2556825,2556859
chrY,2556861,2556883
chrY,2556885,2556925
chrY,2556927,2557216
chrY,2557218,2557233
chrY,2557235,2557277
chrY,2557279,2557287
chrY,2557289,2557353
chrY,2557355,2557426
chrY,2557428,2557534
chrY,2557536,2557601
chrY,2557603,2557612
chrY,2557614,2557630
chrY,2557632,2557702
chrY,2557704,2557727
chrY,2557729,2557742
chrY,2557892,2557926
chrY,2557928,2557945
chrY,2557947,2558002
chrY,2558004,2558023
chrY,2558025,2558075
chrY,2558077,2558287
chrY,2558559,2558561
chrY,2558563,2558573
chrY,2558574,2558579
chrY,2558708,2558722
chrY,2558724,2558782
chrY,2558784,2558820
chrY,2558822,2558932
chrY,2558934,2559194
chrY,2559196,2559247
chrY,2559249,2559315
chrY,2559317,2559520
chrY,2559522,2559540
chrY,2559542,2559591
chrY,2559593,2559662
chrY,2559664,2559712
chrY,2559714,2559721
chrY,2559723,2559814
chrY,2559816,2559843
chrY,2560453,2560472
chrY,2560474,2560584
chrY,2560684,2560764
chrY,2560766,2560818
chrY,2560820,2560990
chrY,2560992,2561075
chrY,2561077,2561161
chrY,2561210,2561210
chrY,2561507,2561521
chrY,2561523,2561551
chrY,2561553,2561588
chrY,2561590,2561622
chrY,2561624,2561701
chrY,2561703,2561711
chrY,2561712,2561722
chrY,2562033,2562033
chrY,2562034,2562113
chrY,2562115,2562266
chrY,2562268,2562272
chrY,2562274,2562286
chrY,2562288,2562365
chrY,2562815,2562886
chrY,2562888,2562944
chrY,2562946,2563003
chrY,2563005,2563010
chrY,2563012,2563013
chrY,2563015,2563098
chrY,2563100,2563126
chrY,2563129,2563138
chrY,2563140,2563169
chrY,2563171,2563188
chrY,2563190,2563200
chrY,2563519,2563563
chrY,2563720,2563751
chrY,2563753,2563823
chrY,2563825,2563850
chrY,2563852,2563893
chrY,2563895,2563987
chrY,2564565,2564575
chrY,2564577,2564787
chrY,2564789,2564806
chrY,2564808,2564811
chrY,2565122,2565188
chrY,2565190,2565216
chrY,2565218,2565247
chrY,2565249,2565278
chrY,2565280,2565419
chrY,2565421,2565469
chrY,2565473,2565478
chrY,2565480,2565486
chrY,2565488,2565491
chrY,2565493,2565531
chrY,2565533,2565546
chrY,2565862,2565929
chrY,2565931,2565975
chrY,2565979,2565990
chrY,2565992,2566012
chrY,2566014,2566207
chrY,2566209,2566230
chrY,2566232,2566232
chrY,2566234,2566276
chrY,2566278,2566284
chrY,2566286,2566308
chrY,2566310,2566316
chrY,2566318,2566686
chrY,2566688,2566708
chrY,2566710,2566758
chrY,2566760,2566882
chrY,2566884,2566937
chrY,2566939,2566997
chrY,2567000,2567011
chrY,2567013,2567031
chrY,2567033,2567041
chrY,2567043,2567044
chrY,2567046,2567342
chrY,2567344,2567369
chrY,2567371,2567373
chrY,2567375,2567385
chrY,2567463,2567471
chrY,2567765,2567798
chrY,2568484,2568485
chrY,2568591,2568626
chrY,2568628,2568684
chrY,2568743,2568769
