chrom,start,end
chrY,10973143,10973145
chrY,10973148,10973154
chrY,10973156,10973170
chrY,10973172,10973182
chrY,10973184,10973185
chrY,10973187,10973188
chrY,10973190,10973193
chrY,10973195,10973196
chrY,10973198,10973200
chrY,10976112,10976115
chrY,10976117,10976139
chrY,10978052,10978059
chrY,10978116,10978116
chrY,10978118,10978118
chrY,10978120,10978122
chrY,10978124,10978125
chrY,10978127,10978127
chrY,10978129,10978129
chrY,10978479,10978490
chrY,10978492,10978494
chrY,10978496,10978496
chrY,10978498,10978513
chrY,10978526,10978531
chrY,10978533,10978534
chrY,10978536,10978550
chrY,10978551,10978551
chrY,10979768,10979772
chrY,10979774,10979775
chrY,10979776,10979776
chrY,10979885,10979895
chrY,10979898,10979909
chrY,10979911,10979926
chrY,10979928,10979929
chrY,10979932,10979961
