chrom,start,end
chrY,7402615,7402625
chrY,7402627,7402631
chrY,7402633,7402645
chrY,7402650,7402654
chrY,7402656,7402656
chrY,7402658,7402658
chrY,7402660,7402676
chrY,7402678,7402709
chrY,7402711,7402719
chrY,7402721,7402730
chrY,7402732,7402732
chrY,7402734,7402742
chrY,7402744,7402767
chrY,7402768,7402775
chrY,7402777,7402816
chrY,7402818,7402825
chrY,7402827,7402853
chrY,7402855,7402876
chrY,7402881,7402890
chrY,7402892,7402902
chrY,7402904,7402904
chrY,7402906,7402923
chrY,7402924,7402962
chrY,7402964,7402965
chrY,7402967,7402971
chrY,7402973,7402974
chrY,7402976,7402976
chrY,7402978,7402978
chrY,7403083,7403105
chrY,7403107,7403109
chrY,7403466,7403468
chrY,7403470,7403470
chrY,7403472,7403491
chrY,7403494,7403518
chrY,7403520,7403522
chrY,7403524,7403528
chrY,7403530,7403536
chrY,7403537,7403557
chrY,7403559,7403562
chrY,7403564,7403566
chrY,7403568,7403579
chrY,7403583,7403584
chrY,7403586,7403590
chrY,7403592,7403609
chrY,7403611,7403612
chrY,7403614,7403614
chrY,7403616,7403619
chrY,7403621,7403629
chrY,7403631,7403635
chrY,7403637,7403639
chrY,7403641,7403658
chrY,7403660,7403666
chrY,7403668,7403668
chrY,7403670,7403673
chrY,7403675,7403685
chrY,7403687,7403693
chrY,7403695,7403708
chrY,7403710,7403711
chrY,7403713,7403715
chrY,7403717,7403718
chrY,7403720,7403722
chrY,7403724,7403738
chrY,7403740,7403767
chrY,7403769,7403773
chrY,7403776,7403783
chrY,7403785,7403792
chrY,7403794,7403795
chrY,7403797,7403800
chrY,7403802,7403812
chrY,7403814,7403822
chrY,7403824,7403876
chrY,7403878,7403878
chrY,7403880,7403882
chrY,7403884,7403885
chrY,7403887,7403892
chrY,7403894,7403906
chrY,7403908,7403908
chrY,7403910,7403914
chrY,7403916,7403925
chrY,7403931,7403933
chrY,7403935,7403952
chrY,7403954,7403980
chrY,7403982,7403982
chrY,7403984,7403994
chrY,7403997,7403997
chrY,7403999,7403999
chrY,7404001,7404002
chrY,7404004,7404004
chrY,7404288,7404288
chrY,7404290,7404294
chrY,7410257,7410258
chrY,7410261,7410262
chrY,7410265,7410276
chrY,7410277,7410285
chrY,7410287,7410308
chrY,7410310,7410315
chrY,7410317,7410317
chrY,7410319,7410332
chrY,7410334,7410335
chrY,7410337,7410339
chrY,7410341,7410347
chrY,7410349,7410351
chrY,7410353,7410365
chrY,7410367,7410367
chrY,7410369,7410372
chrY,7410374,7410378
chrY,7410561,7410571
chrY,7410573,7410582
chrY,7410584,7410586
chrY,7410588,7410592
chrY,7410594,7410596
chrY,7410598,7410598
chrY,7410601,7410603
chrY,7410605,7410616
chrY,7410618,7410641
chrY,7410643,7410660
chrY,7410662,7410673
chrY,7410675,7410690
chrY,7410692,7410695
chrY,7410697,7410697
chrY,7410699,7410712
chrY,7410714,7410733
chrY,7410861,7410871
chrY,7410873,7410876
chrY,7410878,7410928
chrY,7410930,7410936
chrY,7410938,7410949
chrY,7410951,7410961
chrY,7410963,7410969
chrY,7410971,7410984
chrY,7410987,7410995
chrY,7410997,7411007
chrY,7411009,7411013
chrY,7411015,7411036
chrY,7411039,7411060
chrY,7411062,7411062
chrY,7411064,7411093
chrY,7411094,7411097
chrY,7411099,7411103
chrY,7411106,7411130
chrY,7411132,7411133
chrY,7411135,7411137
chrY,7411139,7411144
chrY,7411146,7411150
chrY,7411152,7411158
chrY,7411160,7411165
chrY,7411167,7411183
chrY,7411184,7411192
chrY,7411194,7411198
chrY,7411200,7411202
chrY,7411207,7411236
chrY,7411238,7411254
chrY,7411256,7411278
chrY,7411280,7411284
chrY,7411286,7411286
chrY,7411288,7411290
chrY,7411292,7411292
chrY,7411295,7411311
chrY,7411314,7411321
chrY,7411322,7411330
chrY,7411332,7411336
chrY,7411338,7411347
chrY,7411349,7411357
chrY,7411359,7411370
chrY,7411740,7411748
chrY,7411750,7411762
chrY,7411764,7411791
chrY,7411794,7411794
chrY,7411796,7411798
chrY,7411800,7411813
chrY,7411814,7411822
chrY,7411824,7411826
chrY,7411828,7411830
chrY,7411832,7411834
chrY,7411836,7411839
chrY,7411841,7411856
chrY,7411858,7411878
chrY,7411880,7411881
chrY,7411883,7411883
chrY,7411886,7411895
chrY,7411897,7411901
chrY,7411904,7411904
chrY,7411906,7411909
chrY,7411911,7411946
chrY,7411948,7411948
chrY,7411950,7412022
chrY,7412024,7412028
chrY,7412031,7412041
chrY,7412043,7412099
chrY,7412101,7412107
chrY,7412109,7412120
chrY,7412122,7412142
chrY,7412144,7412146
chrY,7412148,7412150
chrY,7412152,7412152
chrY,7412154,7412178
chrY,7412180,7412183
chrY,7412187,7412187
chrY,7412190,7412203
chrY,7412205,7412253
chrY,7412255,7412262
chrY,7412264,7412285
chrY,7412287,7412287
chrY,7412289,7412296
chrY,7412298,7412305
chrY,7412307,7412309
chrY,7412311,7412313
chrY,7412315,7412323
chrY,7412325,7412326
chrY,7412328,7412345
chrY,7412347,7412356
chrY,7412358,7412361
chrY,7412363,7412369
chrY,7412371,7412377
chrY,7412379,7412380
chrY,7412382,7412389
chrY,7412391,7412404
chrY,7412406,7412412
chrY,7412414,7412419
chrY,7412500,7412510
chrY,7412512,7412521
chrY,7412523,7412523
chrY,7412525,7412526
chrY,7412528,7412528
chrY,7412530,7412532
chrY,7412534,7412542
chrY,7412544,7412550
chrY,7412552,7412553
chrY,7412554,7412560
chrY,7412563,7412568
chrY,7412569,7412585
chrY,7412587,7412594
chrY,7412595,7412628
chrY,7412630,7412639
chrY,7412641,7412647
chrY,7412649,7412677
chrY,7412679,7412682
chrY,7412684,7412684
chrY,7412686,7412691
chrY,7412694,7412694
chrY,7412696,7412703
chrY,7412705,7412714
chrY,7412716,7412728
chrY,7412729,7412729
chrY,7412731,7412732
chrY,7412734,7412746
chrY,7412750,7412751
chrY,7412753,7412755
chrY,7412757,7412759
chrY,7412760,7412776
chrY,7412777,7412777
chrY,7412779,7412781
chrY,7412786,7412788
chrY,7412790,7412797
chrY,7412800,7412808
chrY,7412810,7412817
chrY,7412820,7412828
chrY,7412830,7412844
chrY,7412846,7412856
chrY,7412858,7412858
chrY,7412860,7412872
chrY,7412875,7412875
chrY,7412877,7412885
chrY,7412887,7412892
chrY,7413204,7413221
chrY,7413223,7413227
chrY,7413229,7413236
chrY,7413238,7413239
chrY,7413241,7413268
chrY,7413270,7413282
chrY,7413284,7413287
chrY,7413289,7413297
chrY,7413300,7413301
chrY,7413302,7413310
chrY,7413312,7413312
chrY,7413314,7413316
chrY,7413318,7413321
chrY,7413326,7413328
chrY,7413332,7413335
chrY,7413695,7413714
chrY,7413716,7413717
chrY,7413719,7413719
chrY,7413721,7413740
chrY,7413742,7413750
chrY,7413752,7413752
chrY,7413754,7413763
chrY,7413765,7413785
chrY,7413787,7413811
chrY,7413813,7413817
chrY,7413819,7413825
chrY,7413827,7413832
chrY,7413834,7413843
chrY,7413844,7413889
chrY,7413891,7413903
chrY,7413963,7413964
chrY,7413966,7413985
chrY,7413988,7413990
chrY,7413992,7414013
chrY,7414015,7414016
chrY,7414018,7414040
chrY,7414042,7414069
chrY,7414071,7414076
chrY,7414080,7414098
chrY,7414100,7414104
chrY,7414106,7414106
chrY,7414423,7414435
chrY,7414437,7414447
chrY,7414449,7414451
chrY,7414453,7414473
chrY,7414475,7414475
chrY,7414477,7414487
chrY,7414489,7414499
chrY,7414501,7414508
chrY,7414511,7414525
chrY,7414527,7414528
chrY,7414530,7414542
chrY,7414543,7414550
chrY,7414552,7414554
chrY,7414562,7414563
chrY,7414566,7414570
chrY,7414572,7414584
chrY,7414586,7414593
chrY,7414595,7414596
chrY,7414598,7414613
chrY,7414615,7414615
chrY,7414617,7414635
chrY,7414637,7414639
chrY,7414641,7414648
chrY,7414651,7414670
