chrom,start,end
chrY,8404635,8404641
chrY,8405262,8405266
chrY,8405268,8405269
chrY,8405501,8405503
chrY,8405505,8405508
chrY,8406046,8406048
chrY,8406050,8406050
chrY,8406052,8406053
chrY,8406055,8406062
chrY,8406065,8406069
chrY,8406071,8406077
chrY,8406080,8406089
chrY,8406091,8406094
chrY,8406096,8406097
chrY,8406100,8406110
chrY,8406114,8406124
chrY,8406126,8406127
chrY,8406130,8406141
chrY,8406145,8406149
chrY,8406151,8406163
chrY,8406165,8406165
chrY,8406168,8406171
chrY,8406174,8406177
chrY,8406179,8406182
chrY,8406184,8406184
chrY,8406186,8406196
chrY,8406198,8406199
chrY,8406201,8406203
chrY,8406205,8406210
chrY,8406212,8406215
chrY,8406217,8406230
chrY,8406232,8406245
chrY,8406247,8406261
chrY,8406263,8406265
chrY,8406268,8406269
chrY,8406271,8406275
chrY,8406278,8406282
chrY,8406286,8406302
chrY,8406304,8406305
chrY,8406307,8406310
chrY,8406312,8406313
chrY,8406315,8406322
chrY,8406324,8406328
chrY,8406331,8406334
chrY,8406337,8406346
chrY,8406348,8406351
chrY,8406352,8406352
chrY,8406354,8406354
chrY,8406356,8406367
chrY,8406369,8406374
chrY,8406376,8406383
chrY,8406387,8406391
chrY,8406393,8406394
chrY,8406396,8406415
chrY,8406417,8406420
chrY,8406423,8406426
chrY,8406432,8406436
chrY,8406724,8406754
chrY,8406756,8406757
chrY,8406759,8406773
chrY,8406776,8406776
chrY,8406778,8406780
chrY,8406784,8406784
chrY,8406786,8406794
chrY,8406796,8406801
chrY,8406804,8406813
chrY,8406815,8406822
chrY,8406824,8406832
chrY,8406834,8406835
chrY,8406837,8406843
chrY,8406846,8406851
chrY,8406852,8406859
chrY,8406861,8406861
chrY,8406864,8406866
chrY,8406868,8406879
chrY,8406881,8406883
chrY,8406886,8406906
chrY,8406908,8406913
chrY,8406915,8406915
chrY,8406917,8406934
chrY,8406936,8406943
chrY,8406945,8406956
chrY,8406958,8406965
chrY,8406967,8406967
chrY,8406969,8406971
chrY,8406973,8406978
chrY,8406980,8406987
chrY,8406989,8406991
chrY,8406993,8407006
chrY,8407008,8407009
chrY,8407012,8407028
chrY,8407030,8407052
chrY,8407054,8407055
chrY,8407057,8407058
chrY,8407059,8407065
chrY,8407068,8407072
chrY,8407075,8407075
chrY,8407077,8407098
chrY,8407100,8407104
chrY,8407106,8407115
chrY,8407117,8407121
