chrom,start,end
chrY,1602335,1602347
chrY,1602349,1602356
chrY,1602358,1602369
chrY,1602371,1602391
chrY,1602393,1602402
chrY,1602404,1602405
chrY,1602407,1602413
chrY,1602415,1602425
chrY,1602427,1602442
chrY,1602444,1602445
chrY,1602447,1602448
chrY,1602450,1602461
chrY,1602464,1602512
chrY,1610348,1610360
chrY,1610362,1610387
chrY,1610390,1610393
chrY,1610394,1610395
chrY,1610398,1610407
chrY,1610410,1610445
chrY,1610447,1610469
chrY,1610471,1610477
chrY,1610479,1610493
chrY,1634073,1634098
chrY,1634657,1634660
chrY,1634966,1634974
chrY,1635284,1635286
chrY,1635288,1635350
chrY,1635352,1635460
chrY,1635462,1635471
chrY,1635473,1635534
chrY,1635536,1635536
chrY,1635538,1635571
chrY,1635576,1635579
chrY,1635897,1635915
chrY,1635917,1635944
chrY,1635945,1635945
chrY,1635947,1635954
chrY,1636257,1636296
chrY,1636298,1636342
chrY,1636344,1636416
chrY,1636418,1636447
chrY,1636449,1636468
chrY,1636470,1636621
chrY,1636623,1636701
chrY,1636703,1636707
chrY,1636709,1636714
chrY,1636716,1636718
chrY,1636720,1636772
chrY,1636774,1636828
chrY,1636830,1636830
chrY,1636832,1636849
chrY,1636851,1636898
chrY,1636900,1636956
chrY,1636958,1636969
chrY,1636972,1636983
chrY,1636985,1637004
chrY,1637007,1637010
chrY,1637012,1637014
chrY,1637016,1637019
chrY,1637021,1637022
chrY,1637025,1637025
chrY,1637027,1637027
chrY,1637029,1637037
chrY,1637039,1637050
chrY,1637053,1637064
chrY,1637066,1637082
chrY,1637086,1637087
chrY,1637090,1637093
chrY,1637095,1637113
chrY,1637115,1637132
chrY,1637134,1637137
chrY,1637139,1637143
chrY,1637145,1637147
chrY,1637149,1637163
chrY,1637165,1637169
chrY,1637171,1637174
chrY,1637176,1637178
chrY,1637180,1637183
chrY,1637185,1637186
chrY,1637188,1637188
chrY,1637190,1637190
chrY,1637192,1637200
chrY,1637202,1637204
chrY,1637241,1637247
chrY,1637249,1637266
chrY,1637267,1637267
chrY,1637269,1637277
chrY,1637279,1637282
chrY,1637284,1637285
chrY,1637287,1637309
chrY,1637311,1637325
chrY,1637327,1637327
chrY,1637329,1637346
chrY,1637347,1637347
chrY,1637349,1637357
chrY,1637359,1637362
chrY,1637364,1637365
chrY,1637367,1637374
chrY,1637376,1637379
chrY,1637381,1637405
chrY,1637407,1637426
chrY,1637427,1637427
chrY,1637429,1637455
chrY,1637458,1637469
chrY,1637471,1637488
chrY,1637491,1637492
chrY,1637494,1637498
chrY,1637501,1637525
chrY,1637527,1637552
chrY,1637555,1637563
chrY,1637566,1637572
chrY,1637574,1637576
chrY,1637578,1637581
chrY,1637583,1637585
chrY,1637587,1637590
chrY,1637592,1637593
chrY,1637595,1637595
chrY,1637597,1637597
chrY,1637599,1637602
chrY,1637604,1637607
chrY,1637609,1637610
chrY,1637612,1637634
chrY,1637636,1637652
chrY,1637654,1637654
chrY,1637657,1637657
chrY,1637659,1637663
chrY,1637666,1637690
chrY,1637692,1637717
chrY,1637720,1637735
chrY,1637739,1637756
chrY,1637757,1637757
chrY,1637759,1637767
chrY,1637769,1637799
chrY,1637801,1637818
chrY,1637820,1637821
chrY,1637822,1637822
chrY,1637824,1637828
chrY,1637831,1637855
chrY,1637857,1637868
chrY,1637871,1637881
chrY,1637883,1637898
chrY,1637900,1637902
chrY,1637903,1637904
chrY,1637905,1637905
chrY,1637908,1637911
chrY,1637914,1637965
chrY,1637968,1637983
chrY,1637987,1637996
chrY,1637997,1638005
chrY,1638007,1638015
chrY,1638017,1638047
chrY,1638049,1638067
chrY,1638070,1638070
chrY,1638072,1638076
chrY,1638079,1638103
chrY,1638105,1638116
chrY,1638119,1638129
chrY,1638131,1638146
chrY,1638148,1638149
chrY,1638162,1638186
chrY,1638188,1638198
chrY,1638200,1638200
chrY,1638202,1638232
chrY,1638235,1638237
chrY,1638239,1638242
chrY,1638244,1638246
chrY,1638248,1638251
chrY,1638253,1638254
chrY,1638256,1638256
chrY,1638258,1638258
chrY,1638260,1638263
chrY,1638265,1638268
chrY,1638270,1638271
chrY,1638273,1638295
chrY,1638297,1638315
chrY,1638318,1638318
chrY,1638321,1638324
chrY,1638327,1638378
chrY,1638381,1638396
chrY,1638400,1638418
chrY,1638420,1638428
chrY,1638430,1638460
chrY,1638462,1638480
chrY,1638483,1638483
chrY,1638485,1638489
chrY,1638492,1638516
chrY,1638518,1638529
chrY,1638532,1638542
chrY,1638544,1638559
chrY,1638561,1638563
chrY,1638566,1638566
chrY,1638568,1638572
chrY,1638575,1638576
chrY,1638578,1638581
chrY,1638583,1638584
chrY,1638587,1638587
chrY,1638589,1638589
chrY,1638591,1638611
chrY,1638613,1638616
chrY,1638618,1638659
chrY,1638661,1638664
chrY,1638666,1638688
chrY,1638690,1638692
chrY,1638695,1638702
chrY,1638704,1638720
chrY,1638721,1638746
chrY,1638748,1638751
chrY,1638753,1638756
chrY,1638758,1638761
chrY,1638763,1638764
chrY,1638766,1638770
chrY,1638772,1638775
chrY,1638777,1638782
chrY,1638784,1638784
chrY,1638786,1638789
