chrom,start,end
chrY,1050539,1050599
chrY,1050602,1050611
chrY,1050613,1050651
chrY,1051185,1051197
chrY,1051199,1051233
chrY,1051235,1051238
chrY,1051240,1051323
chrY,1051325,1051348
chrY,1054437,1054438
chrY,1054440,1054462
chrY,1054464,1054499
chrY,1054801,1054810
chrY,1054812,1054827
chrY,1054829,1054839
chrY,1054841,1054861
chrY,1054863,1054864
chrY,1054884,1054941
chrY,1054943,1054953
chrY,1054955,1054996
chrY,1054998,1055002
chrY,1055004,1055037
chrY,1055039,1055122
chrY,1055124,1055132
chrY,1055134,1055138
chrY,1055140,1055142
chrY,1055144,1055151
chrY,1055205,1055249
chrY,1055251,1055277
chrY,1055279,1055314
chrY,1055316,1055343
chrY,1055345,1055357
chrY,1055359,1055390
chrY,1055392,1055397
chrY,1055399,1055434
chrY,1055436,1055463
chrY,1055465,1055479
chrY,1055481,1055585
chrY,1056551,1056557
chrY,1056856,1056880
chrY,1056882,1057005
chrY,1057007,1057036
chrY,1057038,1057061
chrY,1057063,1057073
chrY,1057075,1057095
chrY,1057097,1057101
chrY,1057103,1057104
chrY,1057106,1057106
chrY,1057108,1057114
chrY,1057116,1057137
chrY,1057409,1057420
chrY,1057466,1057466
chrY,1057468,1057468
chrY,1057470,1057473
chrY,1057475,1057497
chrY,1057796,1057895
chrY,1057987,1058021
chrY,1058023,1058086
chrY,1058087,1058135
chrY,1058138,1058225
chrY,1058227,1058233
chrY,1058235,1058246
chrY,1058248,1058254
chrY,1058256,1058302
chrY,1058304,1058305
chrY,1058307,1058369
chrY,1058695,1058805
chrY,1058807,1058823
chrY,1058825,1058938
chrY,1058941,1058969
chrY,1058971,1058981
chrY,1058983,1058995
chrY,1058997,1059001
chrY,1059004,1059011
chrY,1059013,1059021
chrY,1059023,1059023
chrY,1059025,1059030
chrY,1059032,1059034
chrY,1059036,1059045
chrY,1059048,1059052
chrY,1059054,1059141
chrY,1059143,1059216
chrY,1059218,1059300
chrY,1059302,1059308
chrY,1059310,1059359
chrY,1059572,1059671
chrY,1059673,1059679
chrY,1059681,1059705
chrY,1060740,1060750
chrY,1060753,1060753
chrY,1061109,1061123
chrY,1061266,1061276
chrY,1061609,1061621
chrY,1061623,1061623
chrY,1061951,1061957
chrY,1061959,1061964
chrY,1062283,1062313
chrY,1062315,1062361
chrY,1062364,1062379
chrY,1062381,1062439
chrY,1062442,1062447
chrY,1062449,1062449
chrY,1062515,1062537
chrY,1062539,1062551
chrY,1062553,1062598
chrY,1062600,1062609
chrY,1062611,1062633
chrY,1062635,1062662
chrY,1062665,1062680
chrY,1062682,1062721
chrY,1062855,1062877
chrY,1062879,1062924
chrY,1062926,1063079
chrY,1063081,1063086
chrY,1063442,1063442
chrY,1063680,1063698
chrY,1063700,1063707
chrY,1063709,1063719
chrY,1063721,1063721
chrY,1063723,1063737
chrY,1063739,1063790
chrY,1063792,1063795
chrY,1063798,1063806
chrY,1063808,1063811
chrY,1063814,1063819
chrY,1063820,1063874
chrY,1064228,1064244
chrY,1064539,1064555
chrY,1064558,1064566
chrY,1064568,1064580
chrY,1064582,1064673
chrY,1064675,1064712
chrY,1065019,1065030
chrY,1065032,1065074
chrY,1065378,1065383
chrY,1065385,1065389
chrY,1065391,1065399
chrY,1065401,1065424
chrY,1065426,1065439
chrY,1065441,1065444
chrY,1065446,1065490
chrY,1065492,1065533
chrY,1065535,1065536
chrY,1065572,1065639
chrY,1065641,1065652
chrY,1065654,1065708
chrY,1065710,1065748
chrY,1065753,1065820
chrY,1066187,1066196
chrY,1066368,1066369
chrY,1066371,1066381
chrY,1066383,1066386
chrY,1066685,1066686
chrY,1066688,1066851
chrY,1066853,1066855
chrY,1066857,1066861
chrY,1066863,1066889
chrY,1066891,1066930
chrY,1067015,1067018
chrY,1067228,1067231
chrY,1067804,1067828
chrY,1067830,1067861
chrY,1068791,1068792
chrY,1068794,1068803
chrY,1068805,1068835
chrY,1068838,1068847
chrY,1068849,1068852
chrY,1068854,1068876
chrY,1068879,1068883
chrY,1068885,1068949
chrY,1068951,1068984
chrY,1068986,1069014
chrY,1069016,1069035
chrY,1069038,1069054
chrY,1069056,1069078
chrY,1069080,1069113
chrY,1069115,1069118
chrY,1069120,1069123
chrY,1069125,1069172
chrY,1069174,1069178
chrY,1069180,1069192
chrY,1069194,1069201
chrY,1069203,1069257
chrY,1069259,1069267
chrY,1069271,1069283
chrY,1069285,1069287
chrY,1069289,1069318
chrY,1069320,1069323
chrY,1069325,1069328
chrY,1069330,1069352
chrY,1069354,1069378
chrY,1069380,1069381
chrY,1069382,1069388
chrY,1069390,1069410
chrY,1069412,1069500
chrY,1069502,1069610
chrY,1069612,1069630
chrY,1069632,1069653
chrY,1069655,1069661
chrY,1069663,1069714
chrY,1069716,1069737
chrY,1069739,1069745
chrY,1070047,1070086
chrY,1070088,1070137
chrY,1070139,1070177
chrY,1070180,1070192
chrY,1070194,1070204
chrY,1070956,1071055
chrY,1071492,1071498
chrY,1071500,1071507
chrY,1071816,1071860
chrY,1072164,1072204
chrY,1072515,1072616
chrY,1072617,1072622
chrY,1072624,1072624
chrY,1072626,1072637
chrY,1072639,1072661
chrY,1072663,1072672
chrY,1072881,1072885
chrY,1073135,1073141
chrY,1073256,1073256
chrY,1074420,1074427
chrY,1074429,1074459
chrY,1074461,1074474
chrY,1074476,1074525
chrY,1074527,1074527
chrY,1074529,1074533
chrY,1074536,1074553
chrY,1074555,1074556
chrY,1074714,1074725
chrY,1075831,1075836
chrY,1076245,1076245
chrY,1076395,1076397
chrY,1076692,1076697
chrY,1076699,1076807
chrY,1076809,1076823
chrY,1076825,1076912
chrY,1076914,1076932
chrY,1076934,1077051
chrY,1077053,1077069
chrY,1077071,1077101
chrY,1077103,1077131
chrY,1077133,1077220
chrY,1077222,1077239
chrY,1077241,1077277
chrY,1077279,1077344
chrY,1077346,1077370
chrY,1077372,1077414
chrY,1077416,1077426
chrY,1077428,1077470
chrY,1077472,1077562
chrY,1077564,1077581
chrY,1077583,1077615
chrY,1077617,1077667
chrY,1077669,1077697
chrY,1077699,1077753
chrY,1078074,1078109
chrY,1078457,1078520
chrY,1078521,1078608
chrY,1079265,1079361
chrY,1079364,1079408
chrY,1079410,1079457
chrY,1079459,1079462
chrY,1079464,1079475
chrY,1079477,1079527
chrY,1079529,1079538
chrY,1080386,1080391
chrY,1080393,1080418
chrY,1080420,1080506
chrY,1080508,1080563
chrY,1080565,1080569
chrY,1080571,1080605
chrY,1080606,1080625
chrY,1080932,1080952
chrY,1080954,1080985
chrY,1080987,1081001
chrY,1081003,1081020
chrY,1081460,1081514
chrY,1081829,1081830
chrY,1081832,1081862
chrY,1081864,1081912
chrY,1083556,1083620
chrY,1083622,1083656
chrY,1083658,1083666
chrY,1083668,1083686
chrY,1083688,1083688
chrY,1083690,1083691
chrY,1083693,1083697
chrY,1083700,1083716
chrY,1083718,1083745
chrY,1083747,1083757
chrY,1083759,1083763
chrY,1083765,1083805
chrY,1083807,1083817
chrY,1083819,1083821
chrY,1083823,1083823
chrY,1083825,1083836
chrY,1083838,1083871
chrY,1083873,1083877
chrY,1083879,1083896
chrY,1083898,1083903
chrY,1083904,1083930
chrY,1083932,1083942
chrY,1083944,1083987
chrY,1083989,1083996
chrY,1083999,1084016
chrY,1084018,1084056
chrY,1084059,1084069
chrY,1084071,1084075
chrY,1084077,1084107
chrY,1084109,1084110
chrY,1084112,1084116
chrY,1084118,1084119
chrY,1084122,1084126
chrY,1084128,1084141
chrY,1084143,1084163
chrY,1084165,1084175
chrY,1084177,1084178
chrY,1084180,1084181
chrY,1084183,1084185
chrY,1084187,1084234
chrY,1084236,1084244
chrY,1084246,1084253
chrY,1084254,1084254
chrY,1084256,1084262
chrY,1084264,1084264
chrY,1084266,1084270
chrY,1084273,1084278
chrY,1084281,1084283
chrY,1084286,1084290
chrY,1084291,1084294
chrY,1084296,1084314
chrY,1084316,1084320
chrY,1084321,1084353
chrY,1084355,1084373
chrY,1084375,1084379
chrY,1084380,1084380
chrY,1084381,1084412
chrY,1084414,1084422
chrY,1084424,1084432
chrY,1084434,1084439
chrY,1084440,1084471
chrY,1084473,1084481
chrY,1084483,1084491
chrY,1084493,1084498
chrY,1084499,1084530
chrY,1084532,1084534
chrY,1084536,1084549
chrY,1084552,1084559
chrY,1084562,1084590
chrY,1084592,1084594
chrY,1084596,1084600
chrY,1084602,1084610
chrY,1084612,1084630
chrY,1084632,1084649
chrY,1084651,1084669
chrY,1084671,1084676
chrY,1084677,1084708
chrY,1084710,1084743
chrY,1084746,1084748
chrY,1084750,1084763
chrY,1084765,1084774
chrY,1084776,1084842
chrY,1084844,1084879
chrY,1084882,1084897
chrY,1084900,1084907
chrY,1084909,1085010
chrY,1085012,1085032
chrY,1085034,1085083
chrY,1085085,1085116
chrY,1085118,1085137
chrY,1085139,1085237
chrY,1085239,1085268
chrY,1085270,1085274
chrY,1085276,1085278
chrY,1085423,1085464
chrY,1085466,1085470
chrY,1085472,1085504
chrY,1085506,1085606
chrY,1085607,1085676
chrY,1085679,1085695
chrY,1085697,1085701
chrY,1085704,1085706
chrY,1085708,1085752
chrY,1085754,1085800
chrY,1085802,1085820
chrY,1085822,1085849
chrY,1085851,1085853
chrY,1085856,1085884
chrY,1085886,1085892
chrY,1085894,1085895
chrY,1085897,1085912
chrY,1085914,1085920
chrY,1085922,1085932
chrY,1085934,1085937
chrY,1085939,1085947
chrY,1085949,1085949
chrY,1085959,1085962
chrY,1085964,1085964
chrY,1085966,1085968
chrY,1085969,1085973
chrY,1085974,1085979
chrY,1085981,1085985
chrY,1085987,1086010
chrY,1086012,1086016
chrY,1086018,1086039
chrY,1086041,1086066
chrY,1086068,1086068
chrY,1086070,1086092
chrY,1086094,1086097
chrY,1086098,1086108
chrY,1086110,1086120
chrY,1086122,1086122
chrY,1086124,1086129
chrY,1086131,1086132
chrY,1086134,1086134
chrY,1086136,1086172
chrY,1086174,1086175
chrY,1086177,1086209
chrY,1086269,1086274
chrY,1086276,1086280
