chrom,start,end
chrY,8518241,8518258
chrY,8518260,8518261
chrY,8518263,8518273
chrY,8518275,8518279
chrY,8518281,8518291
chrY,8518293,8518296
chrY,8518298,8518298
chrY,8518300,8518308
chrY,8518310,8518316
chrY,8518319,8518323
chrY,8518325,8518325
chrY,8518327,8518327
chrY,8518331,8518331
chrY,8518333,8518349
chrY,8518351,8518352
chrY,8518355,8518362
chrY,8518368,8518380
chrY,8518382,8518384
chrY,8518386,8518387
chrY,8518389,8518395
chrY,8518397,8518398
chrY,8518400,8518401
chrY,8518403,8518410
chrY,8518412,8518418
chrY,8518420,8518420
chrY,8518423,8518430
chrY,8518432,8518442
chrY,8518444,8518451
chrY,8518453,8518457
chrY,8518459,8518463
chrY,8518465,8518482
chrY,8518484,8518485
chrY,8518487,8518489
chrY,8518491,8518494
chrY,8518496,8518500
chrY,8518502,8518503
chrY,8518505,8518507
chrY,8518510,8518515
chrY,8518516,8518535
chrY,8518538,8518539
chrY,8518542,8518543
chrY,8518544,8518549
chrY,8518551,8518551
chrY,8518554,8518556
chrY,8518558,8518567
chrY,8518571,8518572
chrY,8518574,8518584
chrY,8518586,8518587
chrY,8518589,8518589
chrY,8518592,8518599
chrY,8518602,8518613
chrY,8518615,8518619
chrY,8518621,8518627
chrY,8518629,8518630
chrY,8518632,8518635
chrY,8518637,8518646
chrY,8518648,8518662
chrY,8518795,8518801
chrY,8518803,8518813
chrY,8518815,8518815
chrY,8518817,8518831
chrY,8518833,8518836
chrY,8518838,8518847
chrY,8518849,8518851
chrY,8518853,8518854
chrY,8518856,8518859
chrY,8518861,8518863
chrY,8518865,8518870
chrY,8518872,8518874
chrY,8518876,8518876
chrY,8518878,8518879
chrY,8518880,8518893
chrY,8518895,8518897
chrY,8518899,8518903
chrY,8518905,8518907
chrY,8518909,8518913
chrY,8518915,8518915
chrY,8518917,8518937
chrY,8518939,8518940
chrY,8518942,8518945
chrY,8518947,8518950
chrY,8518952,8518969
chrY,8518971,8518975
chrY,8518978,8518983
chrY,8518984,8518996
chrY,8518998,8519002
chrY,8519121,8519121
chrY,8519123,8519126
chrY,8519129,8519135
chrY,8519137,8519137
chrY,8519139,8519145
chrY,8519147,8519147
chrY,8519149,8519149
chrY,8519151,8519156
chrY,8519158,8519159
chrY,8519161,8519165
chrY,8519167,8519172
chrY,8519174,8519174
chrY,8519176,8519187
chrY,8519189,8519196
chrY,8519199,8519208
chrY,8519211,8519218
chrY,8519220,8519226
chrY,8519228,8519238
chrY,8519240,8519259
chrY,8519260,8519264
chrY,8519267,8519273
chrY,8519275,8519279
chrY,8519281,8519281
chrY,8519283,8519292
chrY,8519294,8519302
chrY,8519304,8519306
chrY,8519308,8519317
chrY,8519319,8519319
chrY,8519321,8519321
chrY,8519323,8519328
chrY,8519330,8519332
chrY,8519335,8519340
chrY,8519342,8519346
chrY,8519348,8519348
chrY,8519350,8519358
chrY,8519360,8519362
chrY,8519364,8519366
chrY,8519368,8519373
chrY,8519375,8519382
chrY,8519384,8519384
chrY,8519387,8519387
chrY,8519390,8519397
chrY,8519399,8519407
chrY,8519410,8519411
chrY,8519413,8519423
chrY,8519425,8519439
chrY,8519441,8519445
chrY,8519733,8519738
chrY,8519740,8519753
chrY,8519755,8519758
chrY,8519761,8519772
chrY,8519830,8519839
chrY,8519842,8519864
chrY,8519866,8519867
chrY,8519870,8519878
chrY,8519881,8519889
chrY,8519891,8519894
chrY,8519896,8519896
chrY,8519898,8519901
chrY,8519903,8519909
chrY,8519913,8519918
chrY,8519920,8519921
chrY,8519924,8519926
chrY,8519928,8519928
chrY,8519930,8519930
chrY,8519932,8519933
chrY,8519935,8519936
chrY,8519938,8519938
chrY,8519940,8519947
chrY,8519950,8519955
chrY,8519957,8519975
chrY,8519977,8519979
chrY,8519981,8519985
chrY,8519987,8519996
chrY,8519998,8519999
chrY,8520001,8520006
chrY,8520008,8520008
chrY,8520010,8520011
chrY,8520013,8520019
chrY,8520021,8520023
chrY,8520025,8520037
chrY,8520039,8520059
chrY,8520061,8520061
chrY,8520064,8520067
chrY,8520070,8520076
chrY,8520078,8520079
chrY,8520101,8520101
chrY,8520105,8520108
chrY,8520110,8520115
chrY,8520117,8520127
chrY,8520129,8520137
chrY,8520139,8520140
chrY,8520142,8520145
chrY,8520147,8520150
chrY,8520153,8520154
chrY,8520159,8520163
chrY,8520165,8520165
chrY,8520167,8520172
chrY,8520175,8520177
chrY,8520179,8520181
chrY,8520183,8520194
chrY,8520198,8520211
chrY,8520214,8520224
chrY,8520226,8520228
chrY,8520230,8520231
chrY,8520232,8520245
chrY,8520247,8520250
chrY,8520252,8520254
chrY,8520256,8520256
chrY,8520258,8520267
chrY,8520269,8520269
chrY,8520271,8520274
chrY,8520276,8520283
chrY,8520296,8520298
chrY,8520300,8520302
chrY,8520304,8520306
chrY,8520308,8520315
chrY,8520317,8520318
chrY,8520320,8520320
chrY,8520323,8520323
chrY,8520325,8520337
chrY,8520339,8520339
chrY,8520341,8520343
chrY,8520346,8520361
chrY,8520363,8520370
chrY,8520372,8520373
chrY,8520375,8520376
chrY,8520378,8520388
chrY,8520390,8520404
chrY,8520406,8520407
chrY,8520409,8520417
chrY,8520419,8520419
chrY,8520423,8520425
chrY,8520427,8520428
chrY,8520430,8520435
chrY,8520437,8520438
chrY,8520440,8520447
chrY,8520450,8520450
chrY,8520452,8520454
chrY,8520456,8520461
chrY,8520463,8520474
chrY,8520477,8520481
chrY,8520483,8520483
chrY,8520486,8520491
chrY,8520493,8520494
chrY,8520496,8520496
chrY,8520498,8520503
chrY,8520505,8520510
chrY,8520512,8520514
chrY,8520516,8520516
chrY,8520518,8520519
chrY,8520522,8520531
chrY,8520533,8520538
chrY,8520543,8520543
chrY,8520546,8520546
chrY,8520548,8520556
chrY,8520558,8520558
chrY,8520561,8520568
chrY,8520570,8520574
chrY,8520577,8520581
chrY,8520599,8520599
chrY,8520601,8520605
chrY,8520607,8520636
chrY,8520638,8520641
chrY,8520643,8520645
chrY,8520648,8520650
chrY,8520652,8520652
chrY,8520654,8520668
chrY,8520670,8520671
chrY,8520673,8520691
chrY,8520693,8520696
chrY,8520699,8520708
chrY,8520710,8520710
chrY,8520712,8520716
chrY,8520718,8520718
chrY,8520720,8520725
chrY,8520727,8520731
chrY,8520734,8520734
chrY,8520736,8520737
chrY,8520740,8520745
chrY,8520747,8520755
chrY,8520758,8520760
chrY,8520762,8520762
chrY,8520764,8520764
chrY,8520766,8520767
chrY,8520770,8520775
chrY,8520777,8520777
chrY,8520779,8520780
chrY,8520782,8520794
chrY,8520796,8520803
chrY,8520805,8520806
chrY,8520808,8520815
chrY,8520817,8520824
chrY,8520826,8520829
chrY,8520832,8520848
