chrom,start,end
chrY,5349956,5350087
chrY,5350089,5350098
chrY,5350100,5350202
chrY,5350204,5350204
chrY,5350396,5350423
chrY,5350737,5350748
chrY,5350750,5350877
chrY,5350879,5350910
chrY,5351224,5351236
chrY,5351238,5351258
chrY,5351260,5351295
chrY,5351342,5351404
chrY,5351410,5351418
chrY,5351420,5351457
chrY,5351459,5351693
chrY,5351695,5351697
chrY,5351702,5351745
chrY,5351747,5351754
chrY,5351756,5352000
chrY,5352002,5352024
chrY,5352072,5352112
chrY,5352114,5352115
chrY,5352117,5352118
chrY,5352422,5352447
chrY,5352450,5352568
chrY,5352570,5352615
chrY,5352617,5352666
chrY,5352668,5352682
chrY,5352684,5352730
chrY,5352783,5352839
chrY,5352841,5352858
chrY,5352860,5352938
chrY,5352971,5353002
chrY,5353304,5353361
chrY,5353362,5353435
chrY,5353437,5353573
chrY,5353603,5353677
chrY,5353679,5353701
chrY,5353702,5353715
chrY,5353717,5353717
chrY,5353998,5354014
chrY,5354546,5354569
chrY,5354608,5354627
chrY,5354629,5354641
chrY,5354723,5354726
chrY,5354728,5354741
chrY,5354743,5354830
chrY,5354832,5354898
chrY,5354900,5354938
chrY,5354940,5354947
chrY,5354949,5354952
chrY,5354954,5354965
chrY,5355308,5355378
chrY,5355380,5355489
chrY,5355491,5355497
chrY,5355498,5355576
chrY,5355577,5355691
chrY,5355693,5355701
chrY,5355703,5355718
chrY,5355720,5355737
chrY,5355739,5355779
chrY,5355780,5355791
chrY,5355793,5355828
chrY,5355830,5355830
chrY,5355832,5356033
chrY,5357358,5357361
chrY,5357363,5357441
chrY,5357443,5357467
chrY,5357513,5357542
chrY,5357544,5357587
chrY,5357589,5357595
chrY,5357597,5357603
chrY,5357605,5357612
chrY,5357614,5357665
chrY,5357667,5357791
chrY,5357793,5357842
chrY,5357844,5357899
chrY,5357901,5357930
chrY,5358236,5358266
chrY,5358268,5358280
chrY,5358282,5358308
chrY,5358310,5358333
chrY,5358335,5358360
chrY,5358987,5358989
chrY,5358991,5359037
chrY,5359069,5359069
chrY,5359071,5359082
chrY,5359085,5359091
chrY,5359093,5359094
chrY,5359096,5359096
chrY,5359621,5359624
chrY,5359626,5359734
chrY,5359736,5359787
chrY,5359789,5359795
chrY,5359797,5359854
chrY,5359856,5359877
chrY,5359879,5359930
chrY,5359932,5360124
chrY,5360126,5360129
chrY,5360131,5360321
chrY,5360363,5360394
chrY,5360396,5360398
chrY,5360400,5360460
chrY,5360462,5360532
chrY,5360534,5360640
chrY,5360642,5360756
chrY,5360973,5360991
chrY,5361287,5361293
chrY,5361462,5361548
chrY,5361732,5361770
chrY,5361772,5361818
chrY,5361820,5361883
chrY,5361885,5361902
chrY,5361904,5361969
chrY,5361971,5361975
chrY,5361977,5362038
chrY,5362040,5362053
chrY,5362055,5362063
chrY,5362065,5362103
chrY,5362418,5362418
chrY,5362885,5362964
chrY,5362966,5363016
chrY,5363108,5363117
chrY,5363119,5363224
chrY,5363226,5363271
chrY,5363273,5363289
chrY,5363291,5363291
chrY,5363293,5363297
chrY,5363299,5363303
chrY,5363306,5363430
chrY,5363432,5363654
chrY,5363656,5363662
chrY,5363664,5363793
chrY,5363794,5363836
chrY,5363838,5363841
chrY,5364131,5364187
chrY,5364189,5364272
chrY,5364274,5364296
chrY,5364298,5364300
chrY,5364302,5364304
chrY,5364306,5364306
chrY,5364308,5364440
chrY,5364442,5364489
chrY,5364491,5364554
chrY,5364556,5364560
chrY,5364563,5364588
chrY,5364590,5364618
chrY,5364619,5364632
chrY,5364634,5364703
chrY,5364813,5364880
chrY,5364881,5364948
chrY,5364950,5365006
chrY,5365008,5365085
chrY,5365087,5365178
chrY,5365180,5365181
chrY,5365183,5365185
chrY,5365187,5365245
chrY,5365247,5365306
chrY,5365308,5365308
chrY,5365310,5365313
chrY,5365315,5365325
chrY,5365327,5365346
chrY,5365347,5365358
chrY,5365360,5365497
chrY,5365499,5365625
chrY,5365627,5365661
chrY,5365663,5365665
chrY,5365667,5365718
chrY,5365720,5365754
chrY,5365756,5365813
chrY,5365814,5365978
chrY,5365980,5366021
chrY,5366023,5366105
chrY,5366107,5366167
chrY,5366169,5366196
chrY,5366197,5366260
chrY,5366262,5366464
chrY,5366466,5366576
chrY,5366578,5366635
chrY,5366637,5366666
chrY,5366668,5366671
chrY,5366673,5366686
chrY,5366688,5366715
chrY,5367064,5367096
chrY,5367098,5367191
chrY,5367229,5367282
chrY,5367284,5367284
chrY,5367287,5367287
chrY,5367290,5367290
chrY,5367292,5367341
chrY,5367343,5367353
chrY,5367686,5367729
chrY,5367731,5367739
chrY,5367847,5367882
chrY,5368165,5368166
chrY,5369535,5369552
chrY,5369554,5369701
chrY,5369704,5369766
chrY,5369768,5369826
chrY,5369828,5369836
chrY,5369838,5369954
chrY,5369956,5370133
chrY,5370135,5370167
chrY,5370169,5370177
chrY,5370179,5370469
chrY,5370471,5370478
chrY,5370480,5370491
chrY,5370493,5370661
chrY,5370663,5370708
chrY,5370710,5370805
chrY,5370808,5370844
chrY,5370846,5370975
chrY,5370977,5371117
chrY,5371119,5371194
chrY,5371196,5371257
chrY,5371259,5371263
chrY,5371265,5371333
chrY,5371335,5371357
chrY,5371359,5371531
chrY,5371533,5371588
chrY,5371590,5371615
chrY,5371914,5372008
chrY,5372010,5372011
chrY,5372031,5372113
chrY,5372115,5372235
chrY,5372237,5372677
chrY,5373192,5373197
chrY,5373484,5373516
chrY,5373518,5373557
chrY,5373559,5373561
chrY,5373564,5373634
chrY,5373636,5373652
chrY,5373654,5373694
chrY,5373696,5373697
chrY,5373779,5373809
chrY,5373810,5373869
chrY,5373874,5373924
chrY,5373926,5373953
chrY,5373955,5374044
chrY,5374046,5374060
chrY,5374062,5374074
chrY,5374076,5374115
chrY,5374117,5374181
chrY,5374183,5374219
chrY,5374221,5374322
chrY,5374325,5374362
chrY,5374364,5374383
chrY,5374411,5374411
chrY,5374488,5374557
chrY,5375459,5375538
chrY,5376574,5376632
chrY,5376634,5376636
chrY,5376640,5376649
chrY,5376686,5376713
chrY,5376715,5376737
chrY,5376739,5376743
chrY,5376744,5376759
chrY,5376761,5376794
chrY,5376796,5376830
chrY,5376832,5376855
chrY,5376857,5377197
chrY,5377199,5377378
chrY,5377381,5377418
chrY,5377420,5377438
chrY,5377440,5377455
chrY,5377457,5377634
chrY,5377636,5377649
chrY,5377703,5377710
chrY,5377712,5377720
chrY,5378039,5378081
chrY,5378083,5378094
chrY,5378095,5378221
chrY,5378223,5378225
chrY,5378227,5378288
chrY,5378324,5378381
chrY,5378383,5378389
chrY,5378391,5378419
chrY,5378421,5378450
chrY,5378452,5378464
chrY,5378466,5378514
chrY,5378516,5378626
chrY,5378627,5378658
chrY,5378660,5378781
chrY,5378783,5378922
chrY,5378924,5378946
chrY,5378948,5378950
chrY,5378952,5378977
chrY,5378979,5379089
chrY,5379092,5379133
chrY,5379135,5379152
chrY,5379154,5379173
chrY,5379175,5379339
chrY,5379341,5379390
chrY,5380155,5380231
chrY,5380233,5380361
chrY,5381632,5381652
chrY,5381654,5381878
chrY,5381880,5381887
chrY,5381889,5381987
chrY,5381989,5382084
chrY,5382086,5382141
chrY,5382143,5382213
chrY,5382215,5382312
chrY,5382314,5382428
chrY,5382430,5382448
chrY,5382450,5382508
chrY,5382510,5382529
chrY,5382532,5382552
chrY,5382554,5382560
chrY,5382562,5382598
chrY,5382600,5382627
chrY,5382628,5382757
chrY,5382761,5382772
chrY,5382773,5382862
chrY,5382864,5382880
chrY,5382918,5382919
chrY,5383225,5383280
chrY,5383282,5383301
chrY,5383524,5383551
chrY,5383552,5383590
chrY,5383591,5383621
chrY,5383941,5383979
chrY,5383981,5384026
chrY,5384028,5384057
chrY,5384059,5384076
chrY,5384077,5384111
chrY,5384113,5384135
chrY,5384137,5384146
chrY,5384150,5384172
chrY,5384173,5384251
chrY,5384253,5384272
chrY,5384274,5384351
chrY,5384353,5384423
chrY,5384425,5384594
chrY,5384598,5384603
chrY,5384605,5384617
chrY,5385054,5385062
chrY,5385098,5385129
chrY,5388704,5388860
chrY,5388862,5388963
chrY,5388965,5389032
chrY,5389034,5389084
chrY,5389086,5389114
chrY,5389116,5389189
chrY,5389191,5389214
chrY,5389216,5389232
chrY,5389234,5389246
chrY,5389248,5389297
chrY,5389299,5389307
chrY,5389309,5389407
chrY,5389409,5389419
chrY,5389421,5389444
chrY,5389446,5389501
chrY,5389504,5389538
chrY,5389914,5390135
chrY,5390137,5390228
chrY,5390231,5390232
chrY,5390234,5390243
chrY,5390245,5390252
chrY,5390254,5390266
chrY,5390268,5390276
chrY,5390278,5390288
chrY,5390290,5390329
chrY,5390331,5390390
chrY,5390392,5390392
chrY,5390394,5390572
chrY,5390574,5390791
chrY,5390793,5390816
chrY,5390818,5390942
chrY,5390944,5391136
chrY,5391138,5391210
chrY,5391212,5391235
chrY,5391237,5391237
chrY,5391239,5391432
chrY,5391434,5391449
chrY,5391746,5391807
chrY,5391809,5391929
chrY,5391931,5392065
chrY,5392067,5392087
chrY,5392390,5392440
chrY,5392442,5392450
chrY,5392452,5392479
chrY,5392481,5392492
chrY,5392494,5392551
chrY,5392553,5392648
chrY,5392649,5392783
chrY,5392785,5392910
chrY,5392912,5393010
chrY,5393012,5393066
chrY,5393068,5393112
chrY,5393114,5393122
chrY,5393376,5393409
chrY,5393735,5393738
chrY,5393740,5393808
chrY,5393810,5393822
chrY,5393824,5393841
chrY,5394026,5394053
chrY,5394055,5394062
chrY,5394064,5394072
chrY,5394074,5394077
chrY,5394079,5394102
chrY,5394104,5394113
chrY,5394115,5394149
chrY,5394151,5394159
chrY,5394161,5394189
chrY,5394191,5394798
chrY,5394800,5394843
chrY,5394845,5394852
chrY,5394914,5394972
chrY,5395154,5395233
chrY,5395268,5395271
chrY,5395273,5395353
chrY,5395355,5395443
