chrom,start,end
chrY,7500558,7500561
chrY,7500563,7500567
chrY,7500569,7500584
chrY,7500586,7500589
chrY,7507148,7507154
chrY,7507156,7507170
chrY,7507175,7507175
chrY,7507177,7507186
chrY,7507188,7507188
chrY,7507190,7507192
chrY,7507194,7507204
chrY,7507528,7507538
chrY,7507540,7507542
chrY,7507544,7507544
chrY,7507546,7507555
chrY,7507557,7507575
chrY,7507577,7507579
chrY,7507581,7507585
chrY,7507587,7507591
chrY,7507593,7507595
chrY,7507597,7507611
chrY,7507614,7507620
chrY,7507622,7507641
chrY,7507642,7507646
chrY,7507648,7507708
chrY,7507711,7507719
chrY,7507721,7507727
chrY,7507728,7507791
chrY,7507793,7507809
chrY,7507811,7507822
chrY,7507824,7507857
chrY,7507859,7507881
chrY,7507883,7507884
chrY,7507886,7507887
chrY,7507890,7507894
chrY,7507897,7507904
chrY,7507906,7507929
chrY,7507931,7507946
chrY,7507947,7507957
chrY,7507959,7507959
chrY,7507961,7507973
chrY,7509145,7509156
chrY,7509158,7509161
chrY,7509163,7509165
chrY,7510081,7510088
chrY,7510090,7510095
chrY,7510098,7510103
chrY,7510105,7510113
chrY,7510115,7510120
chrY,7510122,7510138
chrY,7510140,7510158
chrY,7510160,7510167
chrY,7510169,7510191
chrY,7510194,7510194
chrY,7510196,7510206
chrY,7510208,7510209
chrY,7510212,7510224
chrY,7514028,7514031
chrY,7514033,7514038
chrY,7514040,7514042
chrY,7514044,7514046
chrY,7514048,7514053
chrY,7514055,7514056
chrY,7514058,7514068
chrY,7514071,7514090
chrY,7514093,7514104
chrY,7514107,7514152
chrY,7514155,7514163
chrY,7514165,7514171
chrY,7514173,7514192
chrY,7514237,7514246
chrY,7514248,7514274
chrY,7514276,7514276
chrY,7514631,7514633
chrY,7514635,7514643
chrY,7514645,7514654
chrY,7514656,7514667
chrY,7514669,7514685
chrY,7514687,7514724
chrY,7514726,7514730
chrY,7514732,7514741
chrY,7514743,7514747
chrY,7514749,7514756
chrY,7514758,7514777
chrY,7514779,7514790
chrY,7514792,7514800
chrY,7514802,7514805
chrY,7514807,7514826
chrY,7514828,7514828
chrY,7514831,7514835
chrY,7514837,7514840
chrY,7514842,7514846
chrY,7514848,7514854
chrY,7514856,7514859
chrY,7514861,7514867
chrY,7514869,7514885
chrY,7514887,7514888
chrY,7514890,7514896
chrY,7514897,7514901
chrY,7514903,7514904
chrY,7514907,7514907
chrY,7514909,7514915
chrY,7514917,7514920
chrY,7514922,7514925
chrY,7514927,7514931
chrY,7514933,7514938
chrY,7514940,7514950
chrY,7514953,7514956
chrY,7514958,7514962
chrY,7514963,7514982
chrY,7514984,7515001
chrY,7515003,7515027
chrY,7515029,7515029
chrY,7515030,7515043
chrY,7515045,7515049
chrY,7515052,7515074
chrY,7515076,7515080
chrY,7515082,7515083
chrY,7515085,7515102
chrY,7515104,7515114
chrY,7515116,7515116
chrY,7515119,7515168
chrY,7515171,7515172
chrY,7515174,7515175
chrY,7515178,7515178
chrY,7515180,7515202
chrY,7515205,7515231
chrY,7515233,7515234
chrY,7515237,7515238
chrY,7515240,7515252
chrY,7515254,7515268
chrY,7515270,7515284
chrY,7515286,7515290
chrY,7515292,7515293
chrY,7515410,7515412
chrY,7515414,7515437
chrY,7515439,7515441
chrY,7515443,7515443
chrY,7515445,7515447
chrY,7515449,7515476
chrY,7515478,7515496
chrY,7515498,7515498
chrY,7516658,7516801
chrY,7518053,7518075
chrY,7518077,7518092
chrY,7518094,7518124
chrY,7518126,7518136
chrY,7518138,7518157
chrY,7518160,7518168
chrY,7518170,7518173
chrY,7518174,7518187
chrY,7518189,7518268
chrY,7518270,7518274
chrY,7518276,7518276
chrY,7518278,7518282
chrY,7518284,7518300
chrY,7518301,7518321
chrY,7518323,7518392
chrY,7518394,7518413
chrY,7518415,7518472
chrY,7518475,7518487
chrY,7518489,7518493
chrY,7518495,7518501
chrY,7518502,7518523
chrY,7518526,7518526
chrY,7518528,7518546
chrY,7518548,7518548
chrY,7518550,7518564
chrY,7518566,7518567
chrY,7518569,7518578
chrY,7518580,7518592
chrY,7518594,7518600
chrY,7518602,7518622
chrY,7518624,7518630
chrY,7518632,7518646
chrY,7518648,7518663
chrY,7518666,7518703
chrY,7518705,7518705
chrY,7518707,7518712
chrY,7518714,7518719
chrY,7518721,7518726
chrY,7518728,7518753
chrY,7518755,7518764
chrY,7518767,7518817
chrY,7518819,7518822
chrY,7518824,7518839
chrY,7518840,7518846
chrY,7518848,7518885
chrY,7518887,7518887
chrY,7518889,7518893
chrY,7518895,7518899
chrY,7518901,7518908
chrY,7518910,7518912
chrY,7518914,7518942
chrY,7518944,7518951
chrY,7518954,7518957
chrY,7518959,7518976
chrY,7518979,7518980
chrY,7518982,7518998
chrY,7519000,7519030
chrY,7519032,7519033
chrY,7519035,7519043
chrY,7519045,7519045
chrY,7519047,7519049
chrY,7519051,7519051
chrY,7519053,7519055
chrY,7519057,7519062
chrY,7519064,7519112
chrY,7519114,7519117
chrY,7519119,7519119
chrY,7519121,7519146
chrY,7519148,7519148
chrY,7519149,7519152
chrY,7519154,7519157
chrY,7519159,7519162
chrY,7519164,7519165
chrY,7519167,7519192
chrY,7519194,7519195
chrY,7519196,7519197
chrY,7519199,7519201
chrY,7519204,7519215
chrY,7519474,7519476
chrY,7519980,7519983
chrY,7519985,7519986
chrY,7519988,7519992
chrY,7519995,7520002
chrY,7520005,7520010
chrY,7520013,7520021
chrY,7520023,7520042
chrY,7520044,7520047
chrY,7520049,7520051
chrY,7520053,7520068
chrY,7520070,7520087
chrY,7520089,7520093
chrY,7520096,7520101
chrY,7520103,7520103
chrY,7520104,7520114
chrY,7520116,7520137
chrY,7520139,7520142
chrY,7520144,7520160
chrY,7520162,7520188
chrY,7520190,7520199
chrY,7520201,7520218
chrY,7520220,7520223
chrY,7520225,7520258
chrY,7520259,7520265
chrY,7520267,7520274
chrY,7520277,7520280
chrY,7520282,7520283
chrY,7520285,7520288
chrY,7520561,7520584
chrY,7520586,7520598
chrY,7521143,7521143
chrY,7521145,7521151
chrY,7521153,7521156
chrY,7521158,7521159
chrY,7521161,7521166
chrY,7521168,7521180
chrY,7521182,7521224
chrY,7521226,7521243
chrY,7521245,7521309
chrY,7521311,7521374
chrY,7521376,7521382
chrY,7521384,7521427
chrY,7521429,7521446
chrY,7521448,7521450
chrY,7521819,7521830
chrY,7522884,7522895
chrY,7522896,7522934
chrY,7522936,7522954
chrY,7522956,7522997
chrY,7523118,7523121
chrY,7523606,7523607
chrY,7523609,7523617
chrY,7523620,7523639
chrY,7523911,7523920
chrY,7523922,7523956
chrY,7523958,7523989
chrY,7523991,7523997
chrY,7523999,7524002
chrY,7524004,7524019
chrY,7524021,7524025
chrY,7524027,7524032
chrY,7524034,7524041
chrY,7524043,7524077
chrY,7524080,7524141
chrY,7524192,7524202
chrY,7524205,7524241
chrY,7524243,7524273
chrY,7524609,7524610
chrY,7524612,7524612
chrY,7524614,7524624
