chrom,start,end
chrY,18452296,18452308
chrY,18452310,18452315
chrY,18452317,18452319
chrY,18452321,18452326
chrY,18452328,18452334
chrY,18452337,18452351
chrY,18452352,18452364
chrY,18452366,18452375
chrY,18452377,18452377
chrY,18452380,18452380
chrY,18452382,18452384
chrY,18452386,18452389
chrY,18452391,18452391
chrY,18452393,18452397
chrY,18452399,18452402
chrY,18452405,18452405
chrY,18452407,18452432
chrY,18452436,18452441
chrY,18452444,18452444
chrY,18452446,18452449
chrY,18452451,18452454
chrY,18452456,18452468
chrY,18452471,18452480
chrY,18452483,18452493
chrY,18452495,18452495
chrY,18452497,18452498
chrY,18452501,18452505
chrY,18452508,18452512
chrY,18452515,18452522
chrY,18452524,18452526
chrY,18452528,18452532
chrY,18452534,18452537
chrY,18452541,18452541
chrY,18452543,18452545
chrY,18452547,18452551
chrY,18452553,18452561
chrY,18452564,18452565
chrY,18452567,18452567
chrY,18452568,18452568
chrY,18452570,18452570
chrY,18452572,18452572
chrY,18452574,18452594
chrY,18452596,18452601
chrY,18452603,18452605
chrY,18452608,18452608
chrY,18452610,18452619
chrY,18452621,18452625
chrY,18452627,18452630
chrY,18452632,18452633
chrY,18452635,18452637
chrY,18452639,18452642
chrY,18452644,18452649
chrY,18452651,18452651
chrY,18452653,18452662
chrY,18452664,18452667
chrY,18452669,18452673
chrY,18452676,18452677
chrY,18452679,18452680
chrY,18452682,18452682
chrY,18452684,18452685
chrY,18452687,18452697
chrY,18452701,18452702
chrY,18452782,18452794
chrY,18452797,18452799
chrY,18452801,18452823
chrY,18452825,18452830
chrY,18452832,18452833
chrY,18452834,18452838
chrY,18452839,18452842
chrY,18452844,18452872
chrY,18452874,18452874
chrY,18452877,18452880
chrY,18452882,18452895
chrY,18453150,18453153
chrY,18453155,18453157
chrY,18453159,18453173
chrY,18453175,18453178
chrY,18453180,18453182
chrY,18453185,18453192
chrY,18453194,18453196
chrY,18453198,18453214
chrY,18453215,18453239
chrY,18453241,18453252
chrY,18453255,18453257
chrY,18453259,18453262
chrY,18453264,18453265
chrY,18453267,18453269
chrY,18453271,18453271
chrY,18453273,18453282
chrY,18453284,18453289
chrY,18453291,18453296
chrY,18453298,18453304
chrY,18453306,18453306
chrY,18453308,18453310
chrY,18453313,18453318
chrY,18453320,18453327
chrY,18453329,18453341
chrY,18453343,18453346
chrY,18453348,18453361
chrY,18453363,18453370
chrY,18453372,18453373
chrY,18453375,18453379
chrY,18453381,18453386
chrY,18453388,18453392
chrY,18453394,18453396
chrY,18453398,18453399
chrY,18453401,18453401
chrY,18453404,18453404
chrY,18453406,18453407
chrY,18453409,18453413
chrY,18453415,18453418
chrY,18453421,18453425
chrY,18453427,18453440
chrY,18453443,18453451
chrY,18453455,18453455
chrY,18453457,18453462
chrY,18453464,18453464
chrY,18453466,18453467
chrY,18453469,18453501
chrY,18453503,18453510
chrY,18453512,18453515
chrY,18453517,18453519
chrY,18453521,18453521
chrY,18453523,18453529
chrY,18453531,18453535
chrY,18453537,18453542
chrY,18453544,18453546
chrY,18453548,18453551
chrY,18453553,18453558
chrY,18453561,18453562
chrY,18453565,18453574
chrY,18453576,18453580
chrY,18453582,18453585
chrY,18453587,18453593
chrY,18454277,18454293
chrY,18454295,18454299
chrY,18454301,18454301
chrY,18454303,18454303
chrY,18454305,18454308
chrY,18454309,18454316
chrY,18454318,18454321
chrY,18454323,18454324
chrY,18454327,18454331
chrY,18454332,18454334
chrY,18454336,18454340
chrY,18454342,18454361
chrY,18454362,18454378
chrY,18454380,18454383
chrY,18454385,18454393
chrY,18454395,18454397
chrY,18454399,18454407
chrY,18454411,18454415
chrY,18454417,18454421
chrY,18454423,18454423
chrY,18454427,18454444
chrY,18454446,18454452
chrY,18454455,18454459
chrY,18454461,18454465
chrY,18454467,18454472
chrY,18454473,18454474
chrY,18454476,18454490
chrY,18454492,18454495
chrY,18454497,18454497
chrY,18454501,18454511
chrY,18454513,18454515
chrY,18454523,18454527
chrY,18454727,18454728
chrY,18454730,18454730
chrY,18454733,18454740
chrY,18454742,18454763
chrY,18454765,18454766
chrY,18454768,18454769
chrY,18454771,18454771
chrY,18454773,18454779
chrY,18454781,18454786
chrY,18454788,18454797
chrY,18454800,18454806
chrY,18454807,18454813
chrY,18454815,18454819
chrY,18454821,18454830
chrY,18454832,18454835
chrY,18454837,18454846
chrY,18454848,18454875
chrY,18454876,18454876
chrY,18454878,18454882
chrY,18454884,18454889
chrY,18454891,18454892
chrY,18454894,18454903
chrY,18454905,18454906
chrY,18454908,18454908
chrY,18454911,18454916
chrY,18454918,18454921
chrY,18454923,18454940
chrY,18454941,18454946
chrY,18454948,18454949
chrY,18454951,18454952
chrY,18454954,18454955
chrY,18454958,18454969
chrY,18454971,18454971
chrY,18454973,18454977
chrY,18454979,18454982
chrY,18454984,18454989
chrY,18454991,18454993
chrY,18454995,18454999
chrY,18455001,18455010
chrY,18455012,18455022
chrY,18455024,18455025
chrY,18455027,18455037
chrY,18455039,18455077
chrY,18455079,18455083
chrY,18455087,18455089
chrY,18455092,18455098
chrY,18455102,18455106
chrY,18455122,18455122
chrY,18455124,18455139
chrY,18455141,18455148
chrY,18455150,18455150
chrY,18455152,18455169
chrY,18455171,18455180
chrY,18455182,18455199
chrY,18455203,18455205
chrY,18455207,18455208
chrY,18455210,18455221
chrY,18455227,18455230
chrY,18455232,18455242
chrY,18455245,18455269
chrY,18455333,18455346
chrY,18455349,18455353
chrY,18455356,18455357
chrY,18455359,18455371
chrY,18455374,18455374
chrY,18455376,18455381
chrY,18455383,18455386
chrY,18455389,18455398
chrY,18455401,18455420
chrY,18455605,18455608
chrY,18455610,18455611
chrY,18455613,18455618
chrY,18455620,18455620
chrY,18455622,18455624
chrY,18455626,18455633
chrY,18455635,18455636
chrY,18455639,18455655
chrY,18455657,18455657
chrY,18455659,18455659
chrY,18455661,18455665
chrY,18455667,18455675
chrY,18455677,18455678
chrY,18455681,18455689
chrY,18455691,18455693
chrY,18455695,18455701
chrY,18455704,18455718
chrY,18455720,18455725
chrY,18455726,18455736
chrY,18456078,18456088
chrY,18456090,18456111
chrY,18456112,18456119
chrY,18456121,18456139
chrY,18456142,18456142
chrY,18456144,18456171
chrY,18456173,18456182
chrY,18456184,18456185
chrY,18456187,18456187
chrY,18456189,18456190
chrY,18456192,18456194
chrY,18456197,18456197
chrY,18456199,18456200
chrY,18456202,18456202
chrY,18456205,18456210
chrY,18456215,18456219
chrY,18456221,18456222
chrY,18456224,18456224
chrY,18456226,18456239
chrY,18456241,18456243
chrY,18456245,18456245
chrY,18456247,18456247
chrY,18456249,18456258
chrY,18456260,18456261
chrY,18456263,18456266
chrY,18456268,18456271
chrY,18456274,18456277
chrY,18456279,18456281
chrY,18456283,18456291
chrY,18456293,18456295
chrY,18456297,18456309
chrY,18456311,18456316
chrY,18456318,18456318
chrY,18456323,18456333
chrY,18456335,18456344
chrY,18456346,18456347
chrY,18456349,18456355
chrY,18456356,18456357
chrY,18456361,18456363
chrY,18456365,18456365
chrY,18456367,18456372
chrY,18456374,18456381
chrY,18456383,18456384
chrY,18456386,18456387
chrY,18456389,18456391
chrY,18456393,18456393
chrY,18456396,18456407
chrY,18456408,18456414
chrY,18456415,18456420
chrY,18456423,18456440
chrY,18456442,18456445
chrY,18456447,18456449
chrY,18456451,18456451
chrY,18456453,18456453
chrY,18456456,18456456
chrY,18456458,18456465
chrY,18456467,18456504
chrY,18456506,18456511
chrY,18456513,18456517
chrY,18456519,18456521
chrY,18456523,18456532
chrY,18456534,18456544
chrY,18456562,18456563
chrY,18456565,18456567
chrY,18456569,18456570
chrY,18456573,18456575
chrY,18456578,18456578
chrY,18456580,18456581
chrY,18456583,18456587
chrY,18456590,18456595
chrY,18456597,18456598
chrY,18456600,18456600
chrY,18456602,18456607
chrY,18456609,18456609
chrY,18456611,18456612
chrY,18456614,18456616
chrY,18456619,18456621
chrY,18456623,18456636
chrY,18456638,18456638
chrY,18456640,18456640
chrY,18456642,18456651
chrY,18456654,18456667
chrY,18456668,18456671
chrY,18456673,18456676
chrY,18456679,18456682
chrY,18456684,18456689
chrY,18456691,18456693
chrY,18456696,18456700
chrY,18456702,18456702
chrY,18456703,18456707
chrY,18456709,18456719
chrY,18456721,18456721
chrY,18456723,18456726
chrY,18456728,18456738
chrY,18456740,18456742
chrY,18456744,18456745
chrY,18456747,18456747
chrY,18456749,18456762
chrY,18456764,18456776
chrY,18456778,18456778
chrY,18456780,18456780
chrY,18456782,18456795
chrY,18456798,18456810
chrY,18456812,18456812
chrY,18456814,18456832
chrY,18456834,18456847
chrY,18456849,18456854
chrY,18456856,18456862
chrY,18456864,18456874
chrY,18456876,18456879
chrY,18456881,18456887
chrY,18456889,18456891
chrY,18456893,18456909
chrY,18456911,18456919
chrY,18456921,18456924
chrY,18456925,18456927
chrY,18456929,18456940
chrY,18456942,18456955
chrY,18457159,18457168
chrY,18457170,18457178
chrY,18457182,18457183
chrY,18457185,18457198
chrY,18457200,18457203
chrY,18457205,18457227
chrY,18457229,18457236
