chrom,window number,relative entropy
1,1,9.159993487414706
1,2,9.479927300308695
1,3,8.675537398474315
1,4,8.891779459352858
1,5,9.935767766938884
1,6,9.104340052039753
1,7,10.07861055407955
1,8,8.778624595766239
1,9,9.528280129948133
1,10,8.661883532664351
1,11,9.539167923876287
1,12,9.864167739783328
1,13,7.753578720625615
1,14,9.390888153850643
1,15,8.70038350960315
1,16,8.768243402689572
1,17,8.226497302127374
1,18,7.695507745901161
1,19,8.495867416123975
1,20,9.264598030714962
1,21,9.773672230664562
1,22,9.942634269282715
1,23,9.372388457989839
1,24,8.373886499060266
1,25,9.884365340359697
1,26,8.787817496744434
1,27,9.850961377078747
1,28,9.48516826286058
1,29,9.31824243866048
1,30,8.158112626254088
1,31,8.704697474671496
1,32,9.116619961877722
1,33,9.017319041819837
1,34,8.631427598358053
1,35,8.551710146314221
1,36,9.052059491970935
1,37,9.339860280959641
1,38,9.185927366608443
1,39,9.956155996144865
1,40,8.910433551637993
1,41,8.976320414927747
1,42,8.632612084378195
1,43,8.286132182970228
1,44,8.705056636625683
1,45,8.942290197252465
1,46,8.762493239794644
1,47,10.18070191687334
1,48,9.039262325396777
1,49,9.285325486663638
1,50,9.018776093964902
1,51,9.24986679917628
1,52,8.51231473363525
1,53,8.832305743969364
1,54,4.106015506674144
1,55,8.735423783411603
1,56,5.590860426220987
1,57,8.574325429208308
1,58,9.011717750952556
1,59,9.906483552072906
1,60,8.669612777395784
1,61,9.181718003445415
1,62,8.800623523387099
1,63,8.45841456982599
1,64,8.906894851270568
1,65,8.982447758140708
1,66,8.308352030282748
1,67,8.636470783988639
1,68,8.547086438250492
1,69,8.720089644414472
1,70,9.075405295637298
1,71,8.327703717008864
1,72,8.147573003732951
1,73,8.568112443808946
1,74,8.701739824211849
1,75,9.76428814563923
1,76,9.252526600596141
1,77,9.03597004287342
1,78,8.873979782245861
1,79,8.869683608570648
1,80,8.859222989154024
1,81,9.243264396465946
1,82,8.805164036679885
1,83,8.736573695725582
1,84,9.123231930503655
1,85,9.365629383391564
1,86,9.214468821711272
1,87,9.14805431145388
1,88,9.072564489367647
1,89,9.145041265588716
1,90,9.138310926479615
1,91,8.886619120215453
1,92,9.091569652382066
1,93,8.911884768454328
1,94,8.860929373933104
1,95,8.89633211016216
1,96,8.779050460769025
1,97,9.436480999545193
1,98,9.044130972745556
1,99,9.120842312633776
1,100,9.022368821478437
1,101,9.224062571634043
1,102,9.625844882483698
1,103,9.194706690583114
1,104,9.121371347357996
1,105,9.28904508692954
1,106,8.94500773504012
1,107,8.980247149406567
1,108,9.07002708056342
1,109,8.88186701319589
1,110,8.754298294128784
1,111,9.246462854742816
1,112,9.163873014369074
1,113,9.18644320463493
