Chrom,Start,End
chr1,1322598,1323031
chr1,1328478,1328869
chr1,3357874,3358269
chr1,3358270,3358675
chr1,6681276,6681743
chr1,6681745,6682169
chr1,6684698,6685084
chr1,6846105,6846583
chr1,6846946,6847414
chr1,7810029,7810445
chr1,7811042,7811459
chr1,7827405,7827871
chr1,7879971,7880380
chr1,8071645,8072112
chr1,8072114,8072580
chr1,8072755,8073151
chr1,8079495,8079949
chr1,8080154,8080552
chr1,8157390,8157814
chr1,8631764,8632140
chr1,8638753,8639230
chr1,8814919,8815392
chr1,9504132,9504566
chr1,9509422,9509820
chr1,9592971,9593428
chr1,9599418,9599824
chr1,9636107,9636504
chr1,10164889,10165270
chr1,10166101,10166552
chr1,10292715,10293131
chr1,10297231,10297703
chr1,10327408,10327829
chr1,10590184,10590618
chr1,10600437,10600904
chr1,10976116,10976575
chr1,11082133,11082593
chr1,11167911,11168302
chr1,11172329,11172741
chr1,11176845,11177231
chr1,11188326,11188763
chr1,11251408,11251858
chr1,11258155,11258558
chr1,11338350,11338804
chr1,12401136,12401524
chr1,12402316,12402760
chr1,12403997,12404408
chr1,12409084,12409520
chr1,12461452,12461878
chr1,12463763,12464192
chr1,12514759,12515170
chr1,12524208,12524586
chr1,12524861,12525305
chr1,12524861,12525305
chr1,12527599,12527985
chr1,12534260,12534699
chr1,12536383,12536809
chr1,14084961,14085433
chr1,14092662,14093100
chr1,15896444,15896871
chr1,16256121,16256523
chr1,16258056,16258476
chr1,16259814,16260195
chr1,16531221,16531673
chr1,16534390,16534806
chr1,16536585,16536990
chr1,16574790,16575189
chr1,16575574,16575962
chr1,16577909,16578324
chr1,16578603,16578982
chr1,17866476,17866856
chr1,17873747,17874205
chr1,18556299,18556766
chr1,18557584,18558005
chr1,19166088,19166527
chr1,19472216,19472676
chr1,19474388,19474851
chr1,19479806,19480244
chr1,19490725,19491123
chr1,19493444,19493822
chr1,19496060,19496531
chr1,19518763,19519158
chr1,19546008,19546385
chr1,19565616,19566047
chr1,19567261,19567662
chr1,20191633,20192022
chr1,20196417,20196828
chr1,20230268,20230661
chr1,20230844,20231234
chr1,20234793,20235199
chr1,20234793,20235199
chr1,20236820,20237241
chr1,20239022,20239470
chr1,20809430,20809875
chr1,21269904,21270276
chr1,21276229,21276699
chr1,21327159,21327636
chr1,21358002,21358429
chr1,21358824,21359263
chr1,21437358,21437750
chr1,21444427,21444902
chr1,21725074,21725544
chr1,22438115,22438531
chr1,22828424,22828839
chr1,23155623,23156030
chr1,23158224,23158639
chr1,23636875,23637319
chr1,23665412,23665844
chr1,23667278,23667746
chr1,23693386,23693841
chr1,23696153,23696601
chr1,24077096,24077553
chr1,24080577,24081023
chr1,24082636,24083022
chr1,24088095,24088571
chr1,24113615,24114079
chr1,24114481,24114863
chr1,24117282,24117684
chr1,24119426,24119844
chr1,24121801,24122263
chr1,24123178,24123574
chr1,24297812,24298246
chr1,24335056,24335492
chr1,24978862,24979299
chr1,24980514,24980958
chr1,24990966,24991369
chr1,24995690,24996099
chr1,25155832,25156204
chr1,25167177,25167624
chr1,25255068,25255513
chr1,25255515,25255937
chr1,25784983,25785391
chr1,25795661,25796124
chr1,26163844,26164216
chr1,26361114,26361506
chr1,26365567,26365987
chr1,26368147,26368541
chr1,26438023,26438418
chr1,26602515,26602920
chr1,26873248,26873663
chr1,26873665,26874077
chr1,27057470,27057908
chr1,27092555,27092987
chr1,27098206,27098610
chr1,27099796,27100181
chr1,27188397,27188830
chr1,27313324,27313803
chr1,27321073,27321465
chr1,27325909,27326349
chr1,27332595,27333034
chr1,27333036,27333434
chr1,27737307,27737687
chr1,27756302,27756688
chr1,27764025,27764486
chr1,27764763,27765182
chr1,27764763,27765182
chr1,27771949,27772366
chr1,27873609,27874000
chr1,27884409,27884865
chr1,27893609,27894001
chr1,27897696,27898122
chr1,28071346,28071779
chr1,28075453,28075840
chr1,28304810,28305186
chr1,28412995,28413384
chr1,29016288,29016704
chr1,29019293,29019681
chr1,29358675,29359104
chr1,29359169,29359583
chr1,29481268,29481660
chr1,31424875,31425277
chr1,31439908,31440360
chr1,31456903,31457339
chr1,31463468,31463916
chr1,32051896,32052294
chr1,32052482,32052920
chr1,32156995,32157439
chr1,32157931,32158373
chr1,32384561,32385005
chr1,32384561,32385005
chr1,32385007,32385400
chr1,32508096,32508525
chr1,32541055,32541440
chr1,32542317,32542756
chr1,32560164,32560640
chr1,32622630,32623076
chr1,32660575,32660955
chr1,32662652,32663074
chr1,32670367,32670743
chr1,32681369,32681750
chr1,32800737,32801155
chr1,32932051,32932505
chr1,32936198,32936626
chr1,33059020,33059475
chr1,33205955,33206353
chr1,33209358,33209806
chr1,33785724,33786113
chr1,33796711,33797130
chr1,33798024,33798425
chr1,33799553,33799935
chr1,33807930,33808333
chr1,33811980,33812368
chr1,33813701,33814147
chr1,33822851,33823268
chr1,35334426,35334816
chr1,35579961,35580382
chr1,35579961,35580382
chr1,35646126,35646510
chr1,35650015,35650482
chr1,35823540,35823976
chr1,35852587,35853049
chr1,35853051,35853420
chr1,35854437,35854902
chr1,35966209,35966667
chr1,36027894,36028320
chr1,36221631,36222017
chr1,36286906,36287335
chr1,36298031,36298473
chr1,36358675,36359102
chr1,36371538,36371988
chr1,36372972,36373393
chr1,36383047,36383418
chr1,36384542,36384959
chr1,36386287,36386688
chr1,36397634,36398094
chr1,36401434,36401856
chr1,36526823,36527299
chr1,36528161,36528576
